2 4 29 // magic number - today's date
# HD X rovibrational transition probabilities (25 June 2002, PCS)
# P. C. Stancil (2002, unpublished)
#
# NB - these are preliminary and may not be consistent with energy_X.dat!!!
#
# See P. C. Stancil & A. Dalgarno, ApJ 490, 76 (1997) for
#     details on the potential. Quadrupole moment from
#     L. Wolniewicz, I. Simbotin, & A. Dalgarno, ApJS 115, 293 (1998)
# for  X-X transition
#
#n1	v1	J1	n0	v0	J0	A
0	10	12	0	9	13	3.5715E-08
0	10	12	0	9	14	5.9717E-10
0	10	12	0	10	10	1.5827E-08
0	10	12	0	10	11	5.7261E-06
0	10	13	0	0	11	4.2732E-11
0	10	13	0	0	12	5.6978E-07
0	10	13	0	0	13	1.3201E-14
0	10	13	0	0	14	1.7417E-07
0	10	13	0	0	15	2.5431E-12
0	10	13	0	1	11	6.1945E-10
0	10	13	0	1	12	1.4233E-06
0	10	13	0	1	13	1.7545E-12
0	10	13	0	1	14	6.2493E-08
0	10	13	0	1	15	4.0103E-11
0	10	13	0	2	11	4.5131E-09
0	10	13	0	2	12	7.2820E-06
0	10	13	0	2	13	4.2046E-11
0	10	13	0	2	14	2.1238E-07
0	10	13	0	2	15	3.1121E-10
0	10	13	0	3	11	2.1720E-08
0	10	13	0	3	12	2.6904E-05
0	10	13	0	3	13	4.8534E-10
0	10	13	0	3	14	1.3253E-06
0	10	13	0	3	15	1.5670E-09
0	10	13	0	4	11	7.6294E-08
0	10	13	0	4	12	6.1232E-05
0	10	13	0	4	13	3.5973E-09
0	10	13	0	4	14	3.2011E-06
0	10	13	0	4	15	5.6462E-09
0	10	13	0	5	11	2.0302E-07
0	10	13	0	5	12	1.0128E-04
0	10	13	0	5	13	2.0040E-08
0	10	13	0	5	14	4.2010E-06
0	10	13	0	5	15	1.3736E-08
0	10	13	0	6	11	3.9288E-07
0	10	13	0	6	12	1.3365E-04
0	10	13	0	6	13	8.9098E-08
0	10	13	0	6	14	4.6824E-06
0	10	13	0	6	15	1.1666E-08
0	10	13	0	7	11	4.0354E-07
0	10	13	0	7	12	1.1355E-04
0	10	13	0	7	13	2.4514E-07
0	10	13	0	7	14	2.4797E-08
0	10	13	0	7	15	3.3742E-09
0	10	13	0	8	11	3.6011E-08
0	10	13	0	8	12	1.1158E-04
0	10	13	0	8	13	1.9698E-07
0	10	13	0	8	14	4.0438E-07
0	10	13	0	8	15	3.8012E-08
0	10	13	0	9	11	1.4700E-07
0	10	13	0	9	12	8.1756E-05
0	10	13	0	9	13	3.6968E-09
0	10	13	0	9	14	5.1017E-09
0	10	13	0	9	15	2.6342E-10
0	10	13	0	10	11	1.9005E-08
0	10	13	0	10	12	6.1907E-06
0	10	14	0	0	12	4.9285E-11
0	10	14	0	0	13	7.1940E-07
0	10	14	0	0	14	2.9399E-14
0	10	14	0	0	15	2.5329E-07
0	10	14	0	0	16	2.3355E-12
0	10	14	0	1	12	7.0017E-10
0	10	14	0	1	13	1.2567E-06
0	10	14	0	1	14	2.3645E-12
0	10	14	0	1	15	3.7081E-08
0	10	14	0	1	16	3.7301E-11
0	10	14	0	2	12	4.9817E-09
0	10	14	0	2	13	6.9548E-06
0	10	14	0	2	14	4.9574E-11
0	10	14	0	2	15	1.5073E-07
0	10	14	0	2	16	2.9358E-10
0	10	14	0	3	12	2.3314E-08
0	10	14	0	3	13	2.5745E-05
0	10	14	0	3	14	5.3711E-10
0	10	14	0	3	15	1.0534E-06
0	10	14	0	3	16	1.5039E-09
0	10	14	0	4	12	7.9159E-08
0	10	14	0	4	13	5.7922E-05
0	10	14	0	4	14	3.8339E-09
0	10	14	0	4	15	2.4301E-06
0	10	14	0	4	16	5.5489E-09
0	10	14	0	5	12	2.0154E-07
0	10	14	0	5	13	9.6319E-05
0	10	14	0	5	14	2.0871E-08
0	10	14	0	5	15	3.2126E-06
0	10	14	0	5	16	1.3808E-08
0	10	14	0	6	12	3.6335E-07
0	10	14	0	6	13	1.2536E-04
0	10	14	0	6	14	9.0355E-08
0	10	14	0	6	15	3.2351E-06
0	10	14	0	6	16	1.1938E-08
0	10	14	0	7	12	3.1824E-07
0	10	14	0	7	13	1.0788E-04
0	10	14	0	7	14	2.3451E-07
0	10	14	0	7	15	3.2790E-08
0	10	14	0	7	16	2.3877E-09
0	10	14	0	8	12	6.9777E-09
0	10	14	0	8	13	1.1075E-04
0	10	14	0	8	14	1.7004E-07
0	10	14	0	8	15	5.7645E-07
0	10	14	0	8	16	2.7955E-08
0	10	14	0	9	12	1.9122E-07
0	10	14	0	9	13	7.9634E-05
0	10	14	0	9	14	2.4091E-09
0	10	14	0	9	15	3.3851E-10
0	10	14	0	9	16	1.0028E-10
0	10	14	0	10	12	2.1514E-08
0	10	14	0	10	13	6.4703E-06
0	10	15	0	0	13	5.5524E-11
0	10	15	0	0	14	7.4937E-07
0	10	15	0	0	15	5.2425E-14
0	10	15	0	0	16	2.6787E-07
0	10	15	0	0	17	2.1423E-12
0	10	15	0	1	13	7.7382E-10
0	10	15	0	1	14	1.1564E-06
0	10	15	0	1	15	3.0839E-12
0	10	15	0	1	16	2.4618E-08
0	10	15	0	1	17	3.4590E-11
0	10	15	0	2	13	5.3802E-09
0	10	15	0	2	14	6.6641E-06
0	10	15	0	2	15	5.7959E-11
0	10	15	0	2	16	1.1855E-07
0	10	15	0	2	17	2.7556E-10
0	10	15	0	3	13	2.4486E-08
0	10	15	0	3	14	2.4245E-05
0	10	15	0	3	15	5.9307E-10
0	10	15	0	3	16	8.3380E-07
0	10	15	0	3	17	1.4329E-09
0	10	15	0	4	13	8.0309E-08
0	10	15	0	4	14	5.3828E-05
0	10	15	0	4	15	4.0863E-09
0	10	15	0	4	16	1.7665E-06
0	10	15	0	4	17	5.3968E-09
0	10	15	0	5	13	1.9513E-07
0	10	15	0	5	14	9.0564E-05
0	10	15	0	5	15	2.1757E-08
0	10	15	0	5	16	2.4632E-06
0	10	15	0	5	17	1.3602E-08
0	10	15	0	6	13	3.2475E-07
0	10	15	0	6	14	1.1525E-04
0	10	15	0	6	15	9.1415E-08
0	10	15	0	6	16	2.0292E-06
0	10	15	0	6	17	1.1594E-08
0	10	15	0	7	13	2.3281E-07
0	10	15	0	7	14	1.0187E-04
0	10	15	0	7	15	2.2182E-07
0	10	15	0	7	16	2.1378E-07
0	10	15	0	7	17	1.8383E-09
0	10	15	0	8	13	6.4376E-10
0	10	15	0	8	14	1.0834E-04
0	10	15	0	8	15	1.4305E-07
0	10	15	0	8	16	7.0837E-07
0	10	15	0	8	17	2.0145E-08
0	10	15	0	9	13	2.3339E-07
0	10	15	0	9	14	7.6041E-05
0	10	15	0	9	15	1.4198E-09
0	10	15	0	9	16	7.1136E-09
0	10	15	0	9	17	3.1001E-11
0	10	15	0	10	13	2.2989E-08
0	10	15	0	10	14	6.5419E-06
0	10	16	0	0	14	6.1250E-11
0	10	16	0	0	15	6.2794E-07
0	10	16	0	0	16	8.2652E-14
0	10	16	0	0	17	2.0177E-07
0	10	16	0	0	18	1.9650E-12
0	10	16	0	1	14	8.3783E-10
0	10	16	0	1	15	1.1040E-06
0	10	16	0	1	16	3.9196E-12
0	10	16	0	1	17	1.7548E-08
0	10	16	0	1	18	3.2022E-11
0	10	16	0	2	14	5.6928E-09
0	10	16	0	2	15	6.4388E-06
0	10	16	0	2	16	6.7252E-11
0	10	16	0	2	17	1.0750E-07
0	10	16	0	2	18	2.5772E-10
0	10	16	0	3	14	2.5184E-08
0	10	16	0	3	15	2.2559E-05
0	10	16	0	3	16	6.5334E-10
0	10	16	0	3	17	6.6946E-07
0	10	16	0	3	18	1.3580E-09
0	10	16	0	4	14	7.9663E-08
0	10	16	0	4	15	4.9211E-05
0	10	16	0	4	16	4.3554E-09
0	10	16	0	4	17	1.2264E-06
0	10	16	0	4	18	5.2045E-09
0	10	16	0	5	14	1.8396E-07
0	10	16	0	5	15	8.4185E-05
0	10	16	0	5	16	2.2697E-08
0	10	16	0	5	17	1.9140E-06
0	10	16	0	5	18	1.3144E-08
0	10	16	0	6	14	2.7883E-07
0	10	16	0	6	15	1.0362E-04
0	10	16	0	6	16	9.2139E-08
0	10	16	0	6	17	1.0785E-06
0	10	16	0	6	18	1.0696E-08
0	10	16	0	7	14	1.5302E-07
0	10	16	0	7	15	9.5677E-05
0	10	16	0	7	16	2.0678E-07
0	10	16	0	7	17	4.7321E-07
0	10	16	0	7	18	1.5643E-09
0	10	16	0	8	14	1.8027E-08
0	10	16	0	8	15	1.0435E-04
0	10	16	0	8	16	1.1657E-07
0	10	16	0	8	17	7.8261E-07
0	10	16	0	8	18	1.4130E-08
0	10	16	0	9	14	2.6884E-07
0	10	16	0	9	15	7.1009E-05
0	10	16	0	9	16	7.2004E-10
0	10	16	0	9	17	1.6819E-08
0	10	16	0	9	18	6.9449E-12
0	10	16	0	10	14	2.3154E-08
0	10	16	0	10	15	6.3927E-06
0	10	17	0	0	15	6.6272E-11
0	10	17	0	0	16	4.0231E-07
0	10	17	0	0	17	1.2055E-13
0	10	17	0	0	18	9.4518E-08
0	10	17	0	0	19	1.8038E-12
0	10	17	0	1	15	8.8974E-10
0	10	17	0	1	16	1.0673E-06
0	10	17	0	1	17	4.8788E-12
0	10	17	0	1	18	1.1294E-08
0	10	17	0	1	19	2.9623E-11
0	10	17	0	2	15	5.9055E-09
0	10	17	0	2	16	6.2533E-06
0	10	17	0	2	17	7.7495E-11
0	10	17	0	2	18	1.0795E-07
0	10	17	0	2	19	2.4040E-10
0	10	17	0	3	15	2.5363E-08
0	10	17	0	3	16	2.0799E-05
0	10	17	0	3	17	7.1794E-10
0	10	17	0	3	18	5.4958E-07
0	10	17	0	3	19	1.2818E-09
0	10	17	0	4	15	7.7185E-08
0	10	17	0	4	16	4.4386E-05
0	10	17	0	4	17	4.6415E-09
0	10	17	0	4	18	8.1707E-07
0	10	17	0	4	19	4.9821E-09
0	10	17	0	5	15	1.6835E-07
0	10	17	0	5	16	7.7317E-05
0	10	17	0	5	17	2.3683E-08
0	10	17	0	5	18	1.5186E-06
0	10	17	0	5	19	1.2450E-08
0	10	17	0	6	15	2.2776E-07
0	10	17	0	6	16	9.1029E-05
0	10	17	0	6	17	9.2319E-08
0	10	17	0	6	18	4.2113E-07
0	10	17	0	6	19	9.3351E-09
0	10	17	0	7	15	8.4767E-08
0	10	17	0	7	16	8.9307E-05
0	10	17	0	7	17	1.8910E-07
0	10	17	0	7	18	7.4040E-07
0	10	17	0	7	19	1.4654E-09
0	10	17	0	8	15	5.7599E-08
0	10	17	0	8	16	9.8791E-05
0	10	17	0	8	17	9.1213E-08
0	10	17	0	8	18	7.9145E-07
0	10	17	0	8	19	9.5530E-09
0	10	17	0	9	15	2.9271E-07
0	10	17	0	9	16	6.4625E-05
0	10	17	0	9	17	2.8239E-10
0	10	17	0	9	18	2.4637E-08
0	10	17	0	9	19	8.7627E-13
0	10	17	0	10	15	2.1880E-08
0	10	17	0	10	16	6.0210E-06
0	10	18	0	0	16	7.0377E-11
0	10	18	0	0	17	1.7783E-07
0	10	18	0	0	18	1.6667E-13
0	10	18	0	0	19	1.5232E-08
0	10	18	0	0	20	1.6574E-12
0	10	18	0	1	16	9.2688E-10
0	10	18	0	1	17	1.0141E-06
0	10	18	0	1	18	5.9681E-12
0	10	18	0	1	19	4.9396E-09
0	10	18	0	1	20	2.7388E-11
0	10	18	0	2	16	6.0033E-09
0	10	18	0	2	17	6.0325E-06
0	10	18	0	2	18	8.8696E-11
0	10	18	0	2	19	1.0933E-07
0	10	18	0	2	20	2.2374E-10
0	10	18	0	3	16	2.4981E-08
0	10	18	0	3	17	1.8986E-05
0	10	18	0	3	18	7.8658E-10
0	10	18	0	3	19	4.5289E-07
0	10	18	0	3	20	1.2057E-09
0	10	18	0	4	16	7.2866E-08
0	10	18	0	4	17	3.9624E-05
0	10	18	0	4	18	4.9437E-09
0	10	18	0	4	19	5.3114E-07
0	10	18	0	4	20	4.7341E-09
0	10	18	0	5	16	1.4874E-07
0	10	18	0	5	17	6.9951E-05
0	10	18	0	5	18	2.4689E-08
0	10	18	0	5	19	1.2152E-06
0	10	18	0	5	20	1.1525E-08
0	10	18	0	6	16	1.7409E-07
0	10	18	0	6	17	7.8272E-05
0	10	18	0	6	18	9.1636E-08
0	10	18	0	6	19	7.5406E-08
0	10	18	0	6	20	7.6291E-09
0	10	18	0	7	16	3.3735E-08
0	10	18	0	7	17	8.2647E-05
0	10	18	0	7	18	1.6850E-07
0	10	18	0	7	19	9.6483E-07
0	10	18	0	7	20	1.4745E-09
0	10	18	0	8	16	1.1476E-07
0	10	18	0	8	17	9.1677E-05
0	10	18	0	8	18	6.7666E-08
0	10	18	0	8	19	7.3797E-07
0	10	18	0	8	20	6.1316E-09
0	10	18	0	9	16	3.0044E-07
0	10	18	0	9	17	5.7042E-05
0	10	18	0	9	18	6.2103E-11
0	10	18	0	9	19	2.8278E-08
0	10	18	0	9	20	2.8594E-14
0	10	18	0	10	16	1.9225E-08
0	10	18	0	10	17	5.4372E-06
0	10	19	0	0	17	7.3285E-11
0	10	19	0	0	18	4.2140E-08
0	10	19	0	0	19	2.2141E-13
0	10	19	0	0	20	3.1753E-09
0	10	19	0	0	21	1.5225E-12
0	10	19	0	1	17	9.4581E-10
0	10	19	0	1	18	9.2862E-07
0	10	19	0	1	19	7.1862E-12
0	10	19	0	1	20	7.4046E-10
0	10	19	0	1	21	2.5282E-11
0	10	19	0	2	17	5.9673E-09
0	10	19	0	2	18	5.6828E-06
0	10	19	0	2	19	1.0074E-10
0	10	19	0	2	20	1.0284E-07
0	10	19	0	2	21	2.0757E-10
0	10	19	0	3	17	2.3987E-08
0	10	19	0	3	18	1.7043E-05
0	10	19	0	3	19	8.5800E-10
0	10	19	0	3	20	3.5637E-07
0	10	19	0	3	21	1.1296E-09
0	10	19	0	4	17	6.6696E-08
0	10	19	0	4	18	3.5078E-05
0	10	19	0	4	19	5.2556E-09
0	10	19	0	4	20	3.4968E-07
0	10	19	0	4	21	4.4563E-09
0	10	19	0	5	17	1.2565E-07
0	10	19	0	5	18	6.1872E-05
0	10	19	0	5	19	2.5650E-08
0	10	19	0	5	20	9.3317E-07
0	10	19	0	5	21	1.0355E-08
0	10	19	0	6	17	1.2091E-07
0	10	19	0	6	18	6.6147E-05
0	10	19	0	6	19	8.9591E-08
0	10	19	0	6	20	3.6878E-09
0	10	19	0	6	21	5.7237E-09
0	10	19	0	7	17	4.9804E-09
0	10	19	0	7	18	7.5490E-05
0	10	19	0	7	19	1.4479E-07
0	10	19	0	7	20	1.1076E-06
0	10	19	0	7	21	1.5335E-09
0	10	19	0	8	17	1.8123E-07
0	10	19	0	8	18	8.2916E-05
0	10	19	0	8	19	4.6664E-08
0	10	19	0	8	20	6.3527E-07
0	10	19	0	8	21	3.6482E-09
0	10	19	0	9	17	2.8841E-07
0	10	19	0	9	18	4.8460E-05
0	10	19	0	9	19	1.4455E-13
0	10	19	0	9	20	2.7308E-08
0	10	19	0	9	21	1.7176E-20
0	10	19	0	10	17	1.5451E-08
0	10	19	0	10	18	4.6644E-06
0	10	20	0	0	18	7.4513E-11
0	10	20	0	0	19	1.7330E-09
0	10	20	0	0	20	2.8424E-13
0	10	20	0	0	21	3.3806E-08
0	10	20	0	0	22	1.3932E-12
0	10	20	0	1	18	9.4078E-10
0	10	20	0	1	19	8.2000E-07
0	10	20	0	1	20	8.5046E-12
0	10	20	0	1	21	8.7360E-11
0	10	20	0	1	22	2.3210E-11
0	10	20	0	2	18	5.7668E-09
0	10	20	0	2	19	5.1387E-06
0	10	20	0	2	20	1.1314E-10
0	10	20	0	2	21	8.6453E-08
0	10	20	0	2	22	1.9130E-10
0	10	20	0	3	18	2.2299E-08
0	10	20	0	3	19	1.4852E-05
0	10	20	0	3	20	9.2829E-10
0	10	20	0	3	21	2.4825E-07
0	10	20	0	3	22	1.0507E-09
0	10	20	0	4	18	5.8622E-08
0	10	20	0	4	19	3.0716E-05
0	10	20	0	4	20	5.5563E-09
0	10	20	0	4	21	2.4889E-07
0	10	20	0	4	22	4.1304E-09
0	10	20	0	5	18	9.9736E-08
0	10	20	0	5	19	5.2722E-05
0	10	20	0	5	20	2.6406E-08
0	10	20	0	5	21	6.2180E-07
0	10	20	0	5	22	8.9104E-09
0	10	20	0	6	18	7.1938E-08
0	10	20	0	6	19	5.5136E-05
0	10	20	0	6	20	8.5378E-08
0	10	20	0	6	21	1.1303E-07
0	10	20	0	6	22	3.7953E-09
0	10	20	0	7	18	2.0424E-09
0	10	20	0	7	19	6.7539E-05
0	10	20	0	7	20	1.1791E-07
0	10	20	0	7	21	1.1346E-06
0	10	20	0	7	22	1.5743E-09
0	10	20	0	8	18	2.4425E-07
0	10	20	0	8	19	7.2278E-05
0	10	20	0	8	20	2.8940E-08
0	10	20	0	8	21	5.0133E-07
0	10	20	0	8	22	1.9317E-09
0	10	20	0	9	18	2.5464E-07
0	10	20	0	9	19	3.9084E-05
0	10	20	0	9	20	2.8509E-11
0	10	20	0	9	21	2.2599E-08
0	10	20	0	10	18	1.1022E-08
0	10	20	0	10	19	3.7372E-06
0	10	20	0	11	18	1.3795E-18
0	11	0	0	0	1	3.5818E-08
0	11	0	0	0	2	1.5360E-12
0	11	0	0	1	1	8.3375E-07
0	11	0	0	1	2	1.3721E-11
0	11	0	0	2	1	4.6172E-06
0	11	0	0	2	2	4.5279E-11
0	11	0	0	3	1	1.5100E-05
0	11	0	0	3	2	3.2809E-11
0	11	0	0	4	1	4.6603E-05
0	11	0	0	4	2	1.2941E-10
0	11	0	0	5	1	9.7698E-05
0	11	0	0	5	2	4.7488E-09
0	11	0	0	6	1	1.3913E-04
0	11	0	0	6	2	4.5035E-08
0	11	0	0	7	1	1.5723E-04
0	11	0	0	7	2	2.7522E-07
0	11	0	0	8	1	8.8661E-05
0	11	0	0	8	2	1.0193E-06
0	11	0	0	9	1	4.5134E-05
0	11	0	0	9	2	1.1570E-06
0	11	0	0	10	1	3.1477E-05
0	11	0	0	10	2	4.8663E-08
0	11	1	0	0	0	9.2178E-09
0	11	1	0	0	1	1.7656E-13
0	11	1	0	0	2	3.3129E-08
0	11	1	0	0	3	1.4024E-12
0	11	1	0	1	0	3.8441E-07
0	11	1	0	1	1	6.9178E-13
0	11	1	0	1	2	4.9960E-07
0	11	1	0	1	3	1.4718E-11
0	11	1	0	2	0	1.9980E-06
0	11	1	0	2	1	3.9369E-14
0	11	1	0	2	2	2.6395E-06
0	11	1	0	2	3	6.6628E-11
0	11	1	0	3	0	6.5923E-06
0	11	1	0	3	1	5.0209E-11
0	11	1	0	3	2	8.5624E-06
0	11	1	0	3	3	1.3842E-10
0	11	1	0	4	0	1.9919E-05
0	11	1	0	4	1	8.6040E-10
0	11	1	0	4	2	2.6856E-05
0	11	1	0	4	3	4.6718E-11
0	11	1	0	5	0	4.1210E-05
0	11	1	0	5	1	7.0376E-09
0	11	1	0	5	2	5.6699E-05
0	11	1	0	5	3	5.7182E-10
0	11	1	0	6	0	5.9009E-05
0	11	1	0	6	1	3.9600E-08
0	11	1	0	6	2	8.0400E-05
0	11	1	0	6	3	1.3283E-08
0	11	1	0	7	0	6.7210E-05
0	11	1	0	7	1	1.7576E-07
0	11	1	0	7	2	9.0486E-05
0	11	1	0	7	3	1.1358E-07
0	11	1	0	8	0	4.1217E-05
0	11	1	0	8	1	5.2024E-07
0	11	1	0	8	2	4.8166E-05
0	11	1	0	8	3	5.0452E-07
0	11	1	0	9	0	2.3835E-05
0	11	1	0	9	1	5.0844E-07
0	11	1	0	9	2	2.2829E-05
0	11	1	0	9	3	6.2918E-07
0	11	1	0	10	0	1.6262E-05
0	11	1	0	10	1	1.6895E-08
0	11	1	0	10	2	1.6242E-05
0	11	1	0	10	3	2.8509E-08
0	11	1	0	11	0	4.0199E-09
0	11	2	0	0	0	7.9657E-16
0	11	2	0	0	1	1.2417E-08
0	11	2	0	0	2	1.1866E-13
0	11	2	0	0	3	4.3733E-08
0	11	2	0	0	4	1.5777E-12
0	11	2	0	1	0	5.2123E-13
0	11	2	0	1	1	5.6115E-07
0	11	2	0	1	2	4.4034E-13
0	11	2	0	1	3	4.2384E-07
0	11	2	0	1	4	1.8208E-11
0	11	2	0	2	0	1.5096E-11
0	11	2	0	2	1	2.6683E-06
0	11	2	0	2	2	7.3492E-14
0	11	2	0	2	3	2.0109E-06
0	11	2	0	2	4	9.6268E-11
0	11	2	0	3	0	1.8878E-10
0	11	2	0	3	1	8.8214E-06
0	11	2	0	3	2	3.8544E-11
0	11	2	0	3	3	6.4424E-06
0	11	2	0	3	4	2.7754E-10
0	11	2	0	4	0	1.4604E-09
0	11	2	0	4	1	2.6479E-05
0	11	2	0	4	2	6.3427E-10
0	11	2	0	4	3	2.0611E-05
0	11	2	0	4	4	3.6053E-10
0	11	2	0	5	0	8.1049E-09
0	11	2	0	5	1	5.4439E-05
0	11	2	0	5	2	5.1125E-09
0	11	2	0	5	3	4.3826E-05
0	11	2	0	5	4	5.6302E-12
0	11	2	0	6	0	3.5359E-08
0	11	2	0	6	1	7.8079E-05
0	11	2	0	6	2	2.8556E-08
0	11	2	0	6	3	6.1812E-05
0	11	2	0	6	4	4.1780E-09
0	11	2	0	7	0	1.2732E-07
0	11	2	0	7	1	8.9243E-05
0	11	2	0	7	2	1.2609E-07
0	11	2	0	7	3	6.9263E-05
0	11	2	0	7	4	6.2864E-08
0	11	2	0	8	0	3.1487E-07
0	11	2	0	8	1	5.6411E-05
0	11	2	0	8	2	3.7026E-07
0	11	2	0	8	3	3.4322E-05
0	11	2	0	8	4	3.4893E-07
0	11	2	0	9	0	2.6474E-07
0	11	2	0	9	1	3.4579E-05
0	11	2	0	9	2	3.5700E-07
0	11	2	0	9	3	1.5037E-05
0	11	2	0	9	4	4.7750E-07
0	11	2	0	10	0	5.6975E-09
0	11	2	0	10	1	2.3459E-05
0	11	2	0	10	2	1.1514E-08
0	11	2	0	10	3	1.1019E-05
0	11	2	0	10	4	2.2224E-08
0	11	2	0	11	0	7.8097E-13
0	11	2	0	11	1	3.7731E-08
0	11	3	0	0	1	1.0542E-13
0	11	3	0	0	2	1.6732E-08
0	11	3	0	0	3	1.0087E-13
0	11	3	0	0	4	6.1379E-08
0	11	3	0	0	5	1.7437E-12
0	11	3	0	1	1	3.8796E-12
0	11	3	0	1	2	7.3690E-07
0	11	3	0	1	3	3.4219E-13
0	11	3	0	1	4	3.9924E-07
0	11	3	0	1	5	2.1471E-11
0	11	3	0	2	1	5.8033E-11
0	11	3	0	2	2	3.1376E-06
0	11	3	0	2	3	1.6759E-13
0	11	3	0	2	4	1.6072E-06
0	11	3	0	2	5	1.2488E-10
0	11	3	0	3	1	5.2354E-10
0	11	3	0	3	2	1.0375E-05
0	11	3	0	3	3	3.9833E-11
0	11	3	0	3	4	5.0514E-06
0	11	3	0	3	5	4.2538E-10
0	11	3	0	4	1	3.3123E-09
0	11	3	0	4	2	3.0972E-05
0	11	3	0	4	3	6.1966E-10
0	11	3	0	4	4	1.6528E-05
0	11	3	0	4	5	8.2249E-10
0	11	3	0	5	1	1.5950E-08
0	11	3	0	5	2	6.3266E-05
0	11	3	0	5	3	4.8908E-09
0	11	3	0	5	4	3.5379E-05
0	11	3	0	5	5	5.3152E-10
0	11	3	0	6	1	6.2052E-08
0	11	3	0	6	2	9.0846E-05
0	11	3	0	6	3	2.7027E-08
0	11	3	0	6	4	4.9570E-05
0	11	3	0	6	5	6.4925E-10
0	11	3	0	7	1	2.0046E-07
0	11	3	0	7	2	1.0416E-04
0	11	3	0	7	3	1.1843E-07
0	11	3	0	7	4	5.5284E-05
0	11	3	0	7	5	3.4641E-08
0	11	3	0	8	1	4.4510E-07
0	11	3	0	8	2	6.7479E-05
0	11	3	0	8	3	3.4363E-07
0	11	3	0	8	4	2.5058E-05
0	11	3	0	8	5	2.5526E-07
0	11	3	0	9	1	3.3476E-07
0	11	3	0	9	2	4.3733E-05
0	11	3	0	9	3	3.2462E-07
0	11	3	0	9	4	1.0052E-05
0	11	3	0	9	5	3.8304E-07
0	11	3	0	10	1	4.2453E-09
0	11	3	0	10	2	2.9554E-05
0	11	3	0	10	3	1.0005E-08
0	11	3	0	10	4	7.6914E-06
0	11	3	0	10	5	1.7562E-08
0	11	3	0	11	1	1.2339E-11
0	11	3	0	11	2	1.3141E-07
0	11	4	0	0	2	4.6866E-13
0	11	4	0	0	3	2.2752E-08
0	11	4	0	0	4	8.6376E-14
0	11	4	0	0	5	8.5247E-08
0	11	4	0	0	6	1.8588E-12
0	11	4	0	1	2	1.1565E-11
0	11	4	0	1	3	9.3341E-07
0	11	4	0	1	4	2.5523E-13
0	11	4	0	1	5	3.9943E-07
0	11	4	0	1	6	2.4025E-11
0	11	4	0	2	2	1.3604E-10
0	11	4	0	2	3	3.5288E-06
0	11	4	0	2	4	3.5264E-13
0	11	4	0	2	5	1.3074E-06
0	11	4	0	2	6	1.4933E-10
0	11	4	0	3	2	1.0384E-09
0	11	4	0	3	3	1.1649E-05
0	11	4	0	3	4	4.3991E-11
0	11	4	0	3	5	3.9965E-06
0	11	4	0	3	6	5.6442E-10
0	11	4	0	4	2	5.7943E-09
0	11	4	0	4	3	3.4562E-05
0	11	4	0	4	4	6.3967E-10
0	11	4	0	4	5	1.3377E-05
0	11	4	0	4	6	1.3323E-09
0	11	4	0	5	2	2.5210E-08
0	11	4	0	5	3	7.0107E-05
0	11	4	0	5	4	4.9174E-09
0	11	4	0	5	5	2.8782E-05
0	11	4	0	5	6	1.6027E-09
0	11	4	0	6	2	8.9602E-08
0	11	4	0	6	3	1.0076E-04
0	11	4	0	6	4	2.6806E-08
0	11	4	0	6	5	4.0012E-05
0	11	4	0	6	6	4.9448E-11
0	11	4	0	7	2	2.6385E-07
0	11	4	0	7	3	1.1583E-04
0	11	4	0	7	4	1.1629E-07
0	11	4	0	7	5	4.4381E-05
0	11	4	0	7	6	1.7554E-08
0	11	4	0	8	2	5.2965E-07
0	11	4	0	8	3	7.6574E-05
0	11	4	0	8	4	3.3205E-07
0	11	4	0	8	5	1.7996E-05
0	11	4	0	8	6	1.8880E-07
0	11	4	0	9	2	3.5283E-07
0	11	4	0	9	3	5.2359E-05
0	11	4	0	9	4	3.0516E-07
0	11	4	0	9	5	6.5241E-06
0	11	4	0	9	6	3.1042E-07
0	11	4	0	10	2	1.6671E-09
0	11	4	0	10	3	3.5276E-05
0	11	4	0	10	4	8.8392E-09
0	11	4	0	10	5	5.3173E-06
0	11	4	0	10	6	1.3484E-08
0	11	4	0	11	2	6.8878E-11
0	11	4	0	11	3	3.0653E-07
0	11	5	0	0	3	1.1824E-12
0	11	5	0	0	4	2.9697E-08
0	11	5	0	0	5	7.2065E-14
0	11	5	0	0	6	1.1297E-07
0	11	5	0	0	7	1.9158E-12
0	11	5	0	1	3	2.4595E-11
0	11	5	0	1	4	1.1492E-06
0	11	5	0	1	5	1.7216E-13
0	11	5	0	1	6	4.1259E-07
0	11	5	0	1	7	2.5733E-11
0	11	5	0	2	3	2.5422E-10
0	11	5	0	2	4	3.8755E-06
0	11	5	0	2	5	6.7128E-13
0	11	5	0	2	6	1.0778E-06
0	11	5	0	2	7	1.6815E-10
0	11	5	0	3	3	1.7472E-09
0	11	5	0	3	4	1.2748E-05
0	11	5	0	3	5	5.0098E-11
0	11	5	0	3	6	3.1751E-06
0	11	5	0	3	7	6.8347E-10
0	11	5	0	4	3	8.9238E-09
0	11	5	0	4	4	3.7511E-05
0	11	5	0	4	5	6.7623E-10
0	11	5	0	4	6	1.0835E-05
0	11	5	0	4	7	1.8247E-09
0	11	5	0	5	3	3.5905E-08
0	11	5	0	5	4	7.5473E-05
0	11	5	0	5	5	5.0419E-09
0	11	5	0	5	6	2.3352E-05
0	11	5	0	5	7	2.9125E-09
