2 4 29 // magic number - today's date
# HD X rovibrational transition probabilities (25 June 2002, PCS)
# P. C. Stancil (2002, unpublished)
#
# NB - these are preliminary and may not be consistent with energy_X.dat!!!
#
# See P. C. Stancil & A. Dalgarno, ApJ 490, 76 (1997) for
#     details on the potential. Quadrupole moment from
#     L. Wolniewicz, I. Simbotin, & A. Dalgarno, ApJS 115, 293 (1998)
# for  X-X transition
#
#n1	v1	J1	n0	v0	J0	A
0	4	29	0	1	29	1.8737E-08
0	4	29	0	1	30	4.3089E-08
0	4	29	0	1	31	7.8684E-10
0	4	29	0	2	27	1.6142E-07
0	4	29	0	2	28	5.1887E-05
0	4	29	0	2	29	6.0059E-08
0	4	29	0	2	30	1.3192E-06
0	4	29	0	2	31	1.5448E-10
0	4	29	0	3	27	1.3448E-06
0	4	29	0	3	28	1.2407E-04
0	4	29	0	3	29	5.0780E-09
0	4	29	0	3	30	1.9968E-07
0	4	29	0	4	27	5.6415E-07
0	4	29	0	4	28	4.4995E-05
0	4	29	0	5	27	7.5613E-12
0	4	30	0	0	28	1.2876E-09
0	4	30	0	0	29	2.0020E-06
0	4	30	0	0	30	1.1572E-09
0	4	30	0	0	31	1.1398E-09
0	4	30	0	0	32	2.8177E-10
0	4	30	0	1	28	6.7113E-10
0	4	30	0	1	29	1.4488E-05
0	4	30	0	1	30	1.8224E-08
0	4	30	0	1	31	6.7408E-08
0	4	30	0	1	32	5.5366E-10
0	4	30	0	2	28	2.2626E-07
0	4	30	0	2	29	4.8434E-05
0	4	30	0	2	30	5.0397E-08
0	4	30	0	2	31	1.2009E-06
0	4	30	0	2	32	1.2404E-10
0	4	30	0	3	28	1.3908E-06
0	4	30	0	3	29	1.1364E-04
0	4	30	0	3	30	3.0701E-09
0	4	30	0	3	31	1.4106E-07
0	4	30	0	4	28	5.0076E-07
0	4	30	0	4	29	3.9892E-05
0	4	30	0	5	28	2.3042E-11
0	5	0	0	0	1	5.9392E-06
0	5	0	0	0	2	2.3136E-11
0	5	0	0	1	1	2.9994E-05
0	5	0	0	1	2	3.6490E-09
0	5	0	0	2	1	9.4757E-05
0	5	0	0	2	2	9.7789E-08
0	5	0	0	3	1	1.0613E-04
0	5	0	0	3	2	9.0780E-07
0	5	0	0	4	1	5.7181E-05
0	5	0	0	4	2	6.3792E-07
0	5	1	0	0	0	2.4517E-06
0	5	1	0	0	1	9.2085E-11
0	5	1	0	0	2	3.4911E-06
0	5	1	0	0	3	8.9976E-13
0	5	1	0	1	0	1.2894E-05
0	5	1	0	1	1	3.9156E-09
0	5	1	0	1	2	1.7353E-05
0	5	1	0	1	3	8.1981E-10
0	5	1	0	2	0	4.0827E-05
0	5	1	0	2	1	6.4928E-08
0	5	1	0	2	2	5.4452E-05
0	5	1	0	2	3	3.9034E-08
0	5	1	0	3	0	4.9534E-05
0	5	1	0	3	1	4.5979E-07
0	5	1	0	3	2	5.8154E-05
0	5	1	0	3	3	4.5416E-07
0	5	1	0	4	0	3.1233E-05
0	5	1	0	4	1	2.9684E-07
0	5	1	0	4	2	2.8522E-05
0	5	1	0	4	3	3.3249E-07
0	5	1	0	5	0	2.1884E-08
0	5	2	0	0	0	1.4247E-10
0	5	2	0	0	1	3.2095E-06
0	5	2	0	0	2	6.7274E-11
0	5	2	0	0	3	2.7338E-06
0	5	2	0	0	4	2.1977E-11
0	5	2	0	1	0	3.9135E-09
0	5	2	0	1	1	1.7293E-05
0	5	2	0	1	2	2.8229E-09
0	5	2	0	1	3	1.3441E-05
0	5	2	0	1	4	1.2453E-10
0	5	2	0	2	0	4.8710E-08
0	5	2	0	2	1	5.4570E-05
0	5	2	0	2	2	4.6516E-08
0	5	2	0	2	3	4.1687E-05
0	5	2	0	2	4	2.0649E-08
0	5	2	0	3	0	2.7897E-07
0	5	2	0	3	1	6.8510E-05
0	5	2	0	3	2	3.2748E-07
0	5	2	0	3	3	4.2173E-05
0	5	2	0	3	4	3.1872E-07
0	5	2	0	4	0	1.6213E-07
0	5	2	0	4	1	4.6205E-05
0	5	2	0	4	2	2.0936E-07
0	5	2	0	4	3	1.8566E-05
0	5	2	0	4	4	2.4053E-07
0	5	2	0	5	0	4.3795E-12
0	5	2	0	5	1	2.0705E-07
0	5	3	0	0	1	3.1340E-10
0	5	3	0	0	2	3.6964E-06
0	5	3	0	0	3	6.4872E-11
0	5	3	0	0	4	2.2314E-06
0	5	3	0	0	5	5.8825E-11
0	5	3	0	1	1	7.2556E-09
0	5	3	0	1	2	2.0476E-05
0	5	3	0	1	3	2.6705E-09
0	5	3	0	1	4	1.0943E-05
0	5	3	0	1	5	6.2779E-12
0	5	3	0	2	1	7.8471E-08
0	5	3	0	2	2	6.4237E-05
0	5	3	0	2	3	4.3603E-08
0	5	3	0	2	4	3.3337E-05
0	5	3	0	2	5	1.0629E-08
0	5	3	0	3	1	3.9763E-07
0	5	3	0	3	2	8.3201E-05
0	5	3	0	3	3	3.0431E-07
0	5	3	0	3	4	3.1684E-05
0	5	3	0	3	5	2.3742E-07
0	5	3	0	4	1	2.1141E-07
0	5	3	0	4	2	5.9682E-05
0	5	3	0	4	3	1.9172E-07
0	5	3	0	4	4	1.2291E-05
0	5	3	0	4	5	1.8272E-07
0	5	3	0	5	1	7.0661E-11
0	5	3	0	5	2	7.3085E-07
0	5	4	0	0	2	5.3737E-10
0	5	4	0	0	3	4.0541E-06
0	5	4	0	0	4	6.5862E-11
0	5	4	0	0	5	1.8258E-06
0	5	4	0	0	6	1.0186E-10
0	5	4	0	1	2	1.0975E-08
0	5	4	0	1	3	2.3203E-05
0	5	4	0	1	4	2.6465E-09
0	5	4	0	1	5	9.0481E-06
0	5	4	0	1	6	1.9160E-10
0	5	4	0	2	2	1.0580E-07
0	5	4	0	2	3	7.2195E-05
0	5	4	0	2	4	4.2704E-08
0	5	4	0	2	5	2.6869E-05
0	5	4	0	2	6	4.7907E-09
0	5	4	0	3	2	4.7979E-07
0	5	4	0	3	3	9.6232E-05
0	5	4	0	3	4	2.9463E-07
0	5	4	0	3	5	2.3745E-05
0	5	4	0	3	6	1.7933E-07
0	5	4	0	4	2	2.2964E-07
0	5	4	0	4	3	7.3089E-05
0	5	4	0	4	4	1.8204E-07
0	5	4	0	4	5	7.9179E-06
0	5	4	0	4	6	1.3915E-07
0	5	4	0	5	2	4.0713E-10
0	5	4	0	5	3	1.7374E-06
0	5	5	0	0	3	8.1620E-10
0	5	5	0	0	4	4.3070E-06
0	5	5	0	0	5	6.8270E-11
0	5	5	0	0	6	1.4741E-06
0	5	5	0	0	7	1.4488E-10
0	5	5	0	1	3	1.5119E-08
0	5	5	0	1	4	2.5638E-05
0	5	5	0	1	5	2.6669E-09
0	5	5	0	1	6	7.5300E-06
0	5	5	0	1	7	5.4399E-10
0	5	5	0	2	3	1.3221E-07
0	5	5	0	2	4	7.8948E-05
0	5	5	0	2	5	4.2430E-08
0	5	5	0	2	6	2.1600E-05
0	5	5	0	2	7	1.6132E-09
0	5	5	0	3	3	5.4119E-07
0	5	5	0	3	4	1.0807E-04
0	5	5	0	3	5	2.8861E-07
0	5	5	0	3	6	1.7513E-05
0	5	5	0	3	7	1.3541E-07
0	5	5	0	4	3	2.2868E-07
0	5	5	0	4	4	8.6595E-05
0	5	5	0	4	5	1.7403E-07
0	5	5	0	4	6	4.8466E-06
0	5	5	0	4	7	1.0465E-07
0	5	5	0	5	3	1.4457E-09
0	5	5	0	5	4	3.3257E-06
0	5	6	0	0	4	1.1454E-09
0	5	6	0	0	5	4.4542E-06
0	5	6	0	0	6	7.1575E-11
0	5	6	0	0	7	1.1610E-06
0	5	6	0	0	8	1.8384E-10
0	5	6	0	1	4	1.9594E-08
0	5	6	0	1	5	2.7806E-05
0	5	6	0	1	6	2.7099E-09
0	5	6	0	1	7	6.2897E-06
0	5	6	0	1	8	9.7285E-10
0	5	6	0	2	4	1.5744E-07
0	5	6	0	2	5	8.4591E-05
0	5	6	0	2	6	4.2425E-08
0	5	6	0	2	7	1.7250E-05
0	5	6	0	2	8	2.3020E-10
0	5	6	0	3	4	5.8521E-07
0	5	6	0	3	5	1.1870E-04
0	5	6	0	3	6	2.8378E-07
0	5	6	0	3	7	1.2611E-05
0	5	6	0	3	8	1.0167E-07
0	5	6	0	4	4	2.1303E-07
0	5	6	0	4	5	1.0005E-04
0	5	6	0	4	6	1.6619E-07
0	5	6	0	4	7	2.7474E-06
0	5	6	0	4	8	7.7193E-08
0	5	6	0	5	4	3.8582E-09
0	5	6	0	5	5	5.5428E-06
0	5	7	0	0	5	1.5159E-09
0	5	7	0	0	6	4.4904E-06
0	5	7	0	0	7	7.5563E-11
0	5	7	0	0	8	8.8139E-07
0	5	7	0	0	9	2.1632E-10
0	5	7	0	1	5	2.4248E-08
0	5	7	0	1	6	2.9687E-05
0	5	7	0	1	7	2.7670E-09
0	5	7	0	1	8	5.2671E-06
0	5	7	0	1	9	1.4150E-09
0	5	7	0	2	5	1.8070E-07
0	5	7	0	2	6	8.9115E-05
0	5	7	0	2	7	4.2559E-08
0	5	7	0	2	8	1.3662E-05
0	5	7	0	2	9	3.8315E-11
0	5	7	0	3	5	6.1235E-07
0	5	7	0	3	6	1.2798E-04
0	5	7	0	3	7	2.7925E-07
0	5	7	0	3	8	8.7996E-06
0	5	7	0	3	9	7.5756E-08
0	5	7	0	4	5	1.8599E-07
0	5	7	0	4	6	1.1322E-04
0	5	7	0	4	7	1.5804E-07
0	5	7	0	4	8	1.3844E-06
0	5	7	0	4	9	5.5643E-08
0	5	7	0	5	5	8.5111E-09
0	5	7	0	5	6	8.3823E-06
0	5	8	0	0	6	1.9148E-09
0	5	8	0	0	7	4.4148E-06
0	5	8	0	0	8	8.0112E-11
0	5	8	0	0	9	6.3589E-07
0	5	8	0	0	10	2.4124E-10
0	5	8	0	1	6	2.8894E-08
0	5	8	0	1	7	3.1242E-05
0	5	8	0	1	8	2.8338E-09
0	5	8	0	1	9	4.4164E-06
0	5	8	0	1	10	1.8280E-09
0	5	8	0	2	6	2.0110E-07
0	5	8	0	2	7	9.2501E-05
0	5	8	0	2	8	4.2769E-08
0	5	8	0	2	9	1.0725E-05
0	5	8	0	2	10	5.8734E-10
0	5	8	0	3	6	6.2261E-07
0	5	8	0	3	7	1.3576E-04
0	5	8	0	3	8	2.7460E-07
0	5	8	0	3	9	5.8975E-06
0	5	8	0	3	10	5.6004E-08
0	5	8	0	4	6	1.5101E-07
0	5	8	0	4	7	1.2579E-04
0	5	8	0	4	8	1.4946E-07
0	5	8	0	4	9	5.7032E-07
0	5	8	0	4	10	3.9088E-08
0	5	8	0	5	6	1.6370E-08
0	5	8	0	5	7	1.1788E-05
0	5	9	0	0	7	2.3264E-09
0	5	9	0	0	8	4.2355E-06
0	5	9	0	0	9	8.5130E-11
0	5	9	0	0	10	4.2813E-07
0	5	9	0	0	11	2.5845E-10
0	5	9	0	1	7	3.3337E-08
0	5	9	0	1	8	3.2419E-05
0	5	9	0	1	9	2.9077E-09
0	5	9	0	1	10	3.6995E-06
0	5	9	0	1	11	2.1857E-09
0	5	9	0	2	7	2.1781E-07
0	5	9	0	2	8	9.4748E-05
0	5	9	0	2	9	4.3019E-08
0	5	9	0	2	10	8.3440E-06
0	5	9	0	2	11	1.5399E-09
0	5	9	0	3	7	6.1625E-07
0	5	9	0	3	8	1.4190E-04
0	5	9	0	3	9	2.6963E-07
0	5	9	0	3	10	3.7492E-06
0	5	9	0	3	11	4.1102E-08
0	5	9	0	4	7	1.1198E-07
0	5	9	0	4	8	1.3752E-04
0	5	9	0	4	9	1.4043E-07
0	5	9	0	4	10	1.5231E-07
0	5	9	0	4	11	2.6692E-08
0	5	9	0	5	7	2.8370E-08
0	5	9	0	5	8	1.5663E-05
0	5	10	0	0	8	2.7340E-09
0	5	10	0	0	9	3.9727E-06
0	5	10	0	0	10	9.0540E-11
0	5	10	0	0	11	2.6267E-07
0	5	10	0	0	12	2.6848E-10
0	5	10	0	1	8	3.7386E-08
0	5	10	0	1	9	3.3161E-05
0	5	10	0	1	10	2.9868E-09
0	5	10	0	1	11	3.0838E-06
0	5	10	0	1	12	2.4749E-09
0	5	10	0	2	8	2.3013E-07
0	5	10	0	2	9	9.5882E-05
0	5	10	0	2	10	4.3287E-08
0	5	10	0	2	11	6.4314E-06
0	5	10	0	2	12	2.6498E-09
0	5	10	0	3	8	5.9414E-07
0	5	10	0	3	9	1.4636E-04
0	5	10	0	3	10	2.6422E-07
0	5	10	0	3	11	2.2167E-06
0	5	10	0	3	12	2.9985E-08
0	5	10	0	4	8	7.3165E-08
0	5	10	0	4	9	1.4815E-04
0	5	10	0	4	10	1.3102E-07
0	5	10	0	4	11	6.2107E-09
0	5	10	0	4	12	1.7669E-08
0	5	10	0	5	8	4.5284E-08
0	5	10	0	5	9	1.9878E-05
0	5	11	0	0	9	3.1207E-09
0	5	11	0	0	10	3.6574E-06
0	5	11	0	0	11	9.6273E-11
0	5	11	0	0	12	1.4225E-07
0	5	11	0	0	13	2.7220E-10
0	5	11	0	1	9	4.0871E-08
0	5	11	0	1	10	3.3416E-05
0	5	11	0	1	11	3.0693E-09
0	5	11	0	1	12	2.5440E-06
0	5	11	0	1	13	2.6913E-09
0	5	11	0	2	9	2.3760E-07
0	5	11	0	2	10	9.5952E-05
0	5	11	0	2	11	4.3555E-08
0	5	11	0	2	12	4.9070E-06
0	5	11	0	2	13	3.7459E-09
0	5	11	0	3	9	5.5781E-07
0	5	11	0	3	10	1.4915E-04
0	5	11	0	3	11	2.5829E-07
0	5	11	0	3	12	1.1773E-06
0	5	11	0	3	13	2.1784E-08
0	5	11	0	4	9	3.8946E-08
0	5	11	0	4	10	1.5750E-04
0	5	11	0	4	11	1.2130E-07
0	5	11	0	4	12	3.3268E-08
0	5	11	0	4	13	1.1302E-08
0	5	11	0	5	9	6.7598E-08
0	5	11	0	5	10	2.4283E-05
0	5	12	0	0	10	3.4711E-09
0	5	12	0	0	11	3.3281E-06
0	5	12	0	0	12	1.0226E-10
0	5	12	0	0	13	6.5169E-08
0	5	12	0	0	14	2.7071E-10
0	5	12	0	1	10	4.3655E-08
0	5	12	0	1	11	3.3147E-05
0	5	12	0	1	12	3.1543E-09
0	5	12	0	1	13	2.0631E-06
0	5	12	0	1	14	2.8374E-09
0	5	12	0	2	10	2.4000E-07
0	5	12	0	2	11	9.5017E-05
0	5	12	0	2	12	4.3810E-08
0	5	12	0	2	13	3.6982E-06
0	5	12	0	2	14	4.7173E-09
0	5	12	0	3	10	5.0940E-07
0	5	12	0	3	11	1.5033E-04
0	5	12	0	3	12	2.5179E-07
0	5	12	0	3	13	5.2244E-07
0	5	12	0	3	14	1.5797E-08
0	5	12	0	4	10	1.3567E-08
0	5	12	0	4	11	1.6544E-04
0	5	12	0	4	12	1.1138E-07
0	5	12	0	4	13	1.5739E-07
0	5	12	0	4	14	6.9550E-09
0	5	12	0	5	10	9.5426E-08
0	5	12	0	5	11	2.8721E-05
0	5	13	0	0	11	3.7720E-09
0	5	13	0	0	12	3.0254E-06
0	5	13	0	0	13	1.0845E-10
0	5	13	0	0	14	2.4028E-08
0	5	13	0	0	15	2.6511E-10
0	5	13	0	1	11	4.5640E-08
0	5	13	0	1	12	3.2348E-05
0	5	13	0	1	13	3.2406E-09
0	5	13	0	1	14	1.6335E-06
0	5	13	0	1	15	2.9196E-09
0	5	13	0	2	11	2.3736E-07
0	5	13	0	2	12	9.3140E-05
0	5	13	0	2	13	4.4042E-08
0	5	13	0	2	14	2.7424E-06
0	5	13	0	2	15	5.4996E-09
0	5	13	0	3	11	4.5155E-07
0	5	13	0	3	12	1.5000E-04
0	5	13	0	3	13	2.4469E-07
0	5	13	0	3	14	1.5959E-07
0	5	13	0	3	15	1.1468E-08
0	5	13	0	4	11	8.5398E-10
0	5	13	0	4	12	1.7192E-04
0	5	13	0	4	13	1.0137E-07
0	5	13	0	4	14	3.2237E-07
0	5	13	0	4	15	4.0953E-09
0	5	13	0	5	11	1.2846E-07
0	5	13	0	5	12	3.3036E-05
0	5	14	0	0	12	4.0134E-09
0	5	14	0	0	13	2.7856E-06
0	5	14	0	0	14	1.1480E-10
0	5	14	0	0	15	7.0978E-09
0	5	14	0	0	16	2.5645E-10
0	5	14	0	1	12	4.6771E-08
0	5	14	0	1	13	3.1059E-05
0	5	14	0	1	14	3.3277E-09
0	5	14	0	1	15	1.2558E-06
0	5	14	0	1	16	2.9463E-09
0	5	14	0	2	12	2.2993E-07
0	5	14	0	2	13	9.0391E-05
0	5	14	0	2	14	4.4244E-08
0	5	14	0	2	15	1.9889E-06
0	5	14	0	2	16	6.0634E-09
0	5	14	0	3	12	3.8726E-07
0	5	14	0	3	13	1.4828E-04
0	5	14	0	3	14	2.3695E-07
0	5	14	0	3	15	1.2448E-08
0	5	14	0	3	16	8.3598E-09
0	5	14	0	4	12	3.9739E-09
0	5	14	0	4	13	1.7691E-04
0	5	14	0	4	14	9.1395E-08
0	5	14	0	4	15	4.8917E-07
0	5	14	0	4	16	2.2903E-09
0	5	14	0	5	12	1.6596E-07
0	5	14	0	5	13	3.7084E-05
0	5	15	0	0	13	4.1883E-09
0	5	15	0	0	14	2.6358E-06
0	5	15	0	0	15	1.2126E-10
0	5	15	0	0	16	2.3905E-09
0	5	15	0	0	17	2.4566E-10
0	5	15	0	1	13	4.7035E-08
0	5	15	0	1	14	2.9371E-05
0	5	15	0	1	15	3.4153E-09
0	5	15	0	1	16	9.3572E-07
0	5	15	0	1	17	2.9268E-09
0	5	15	0	2	13	2.1816E-07
0	5	15	0	2	14	8.6857E-05
0	5	15	0	2	15	4.4407E-08
0	5	15	0	2	16	1.3996E-06
0	5	15	0	2	17	6.4038E-09
0	5	15	0	3	13	3.1970E-07
0	5	15	0	3	14	1.4530E-04
0	5	15	0	3	15	2.2858E-07
0	5	15	0	3	16	2.1002E-08
0	5	15	0	3	17	6.1418E-09
0	5	15	0	4	13	2.5252E-08
0	5	15	0	4	14	1.8044E-04
0	5	15	0	4	15	8.1558E-08
0	5	15	0	4	16	6.3296E-07
0	5	15	0	4	17	1.2040E-09
0	5	15	0	5	13	2.0681E-07
0	5	15	0	5	14	4.0736E-05
0	5	16	0	0	14	4.2936E-09
0	5	16	0	0	15	2.5908E-06
0	5	16	0	0	16	1.2781E-10
0	5	16	0	0	17	2.5937E-09
0	5	16	0	0	18	2.3353E-10
0	5	16	0	1	14	4.6457E-08
0	5	16	0	1	15	2.7419E-05
0	5	16	0	1	16	3.5031E-09
0	5	16	0	1	17	6.7827E-07
0	5	16	0	1	18	2.8700E-09
0	5	16	0	2	14	2.0265E-07
0	5	16	0	2	15	8.2657E-05
0	5	16	0	2	16	4.4527E-08
0	5	16	0	2	17	9.4689E-07
0	5	16	0	2	18	6.5324E-09
0	5	16	0	3	14	2.5210E-07
0	5	16	0	3	15	1.4117E-04
0	5	16	0	3	16	2.1955E-07
0	5	16	0	3	17	1.3972E-07
0	5	16	0	3	18	4.5641E-09
0	5	16	0	4	14	6.6047E-08
0	5	16	0	4	15	1.8255E-04
0	5	16	0	4	16	7.1969E-08
0	5	16	0	4	17	7.4025E-07
0	5	16	0	4	18	5.8648E-10
0	5	16	0	5	14	2.4954E-07
0	5	16	0	5	15	4.3882E-05
0	5	17	0	0	15	4.3289E-09
0	5	17	0	0	16	2.6513E-06
0	5	17	0	0	17	1.3445E-10
0	5	17	0	0	18	7.5666E-09
0	5	17	0	0	19	2.2070E-10
0	5	17	0	1	15	4.5091E-08
0	5	17	0	1	16	2.5362E-05
0	5	17	0	1	17	3.5914E-09
0	5	17	0	1	18	4.8387E-07
0	5	17	0	1	19	2.7845E-09
0	5	17	0	2	15	1.8412E-07
0	5	17	0	2	16	7.7957E-05
0	5	17	0	2	17	4.4597E-08
0	5	17	0	2	18	6.1023E-07
0	5	17	0	2	19	6.4710E-09
0	5	17	0	3	15	1.8754E-07
0	5	17	0	3	16	1.3604E-04
0	5	17	0	3	17	2.0988E-07
0	5	17	0	3	18	3.3415E-07
0	5	17	0	3	19	3.4426E-09
0	5	17	0	4	15	1.2668E-07
0	5	17	0	4	16	1.8329E-04
0	5	17	0	4	17	6.2732E-08
0	5	17	0	4	18	8.0582E-07
0	5	17	0	4	19	2.5915E-10
0	5	17	0	5	15	2.9248E-07
0	5	17	0	5	16	4.6435E-05
0	5	18	0	0	16	4.2966E-09
0	5	18	0	0	17	2.8000E-06
0	5	18	0	0	18	1.4119E-10
0	5	18	0	0	19	2.1877E-08
0	5	18	0	0	20	2.0770E-10
0	5	18	0	1	16	4.3020E-08
0	5	18	0	1	17	2.3345E-05
0	5	18	0	1	18	3.6806E-09
0	5	18	0	1	19	3.4618E-07
0	5	18	0	1	20	2.6773E-09
0	5	18	0	2	16	1.6335E-07
0	5	18	0	2	17	7.2960E-05
0	5	18	0	2	18	4.4614E-08
0	5	18	0	2	19	3.7144E-07
0	5	18	0	2	20	6.2466E-09
0	5	18	0	3	16	1.2894E-07
0	5	18	0	3	17	1.3007E-04
0	5	18	0	3	18	1.9957E-07
0	5	18	0	3	19	5.7686E-07
0	5	18	0	3	20	2.6432E-09
0	5	18	0	4	16	2.0643E-07
0	5	18	0	4	17	1.8273E-04
0	5	18	0	4	18	5.3941E-08
0	5	18	0	4	19	8.3010E-07
0	5	18	0	4	20	1.0055E-10
0	5	18	0	5	16	3.3376E-07
0	5	18	0	5	17	4.8327E-05
0	5	19	0	0	17	4.2016E-09
0	5	19	0	0	18	2.9980E-06
0	5	19	0	0	19	1.4805E-10
0	5	19	0	0	20	4.8286E-08
0	5	19	0	0	21	1.9491E-10
0	5	19	0	1	17	4.0340E-08
0	5	19	0	1	18	2.1474E-05
0	5	19	0	1	19	3.7716E-09
0	5	19	0	1	20	2.5364E-07
0	5	19	0	1	21	2.5545E-09
0	5	19	0	2	17	1.4113E-07
0	5	19	0	2	18	6.7883E-05
0	5	19	0	2	19	4.4570E-08
0	5	19	0	2	20	2.1185E-07
0	5	19	0	2	21	5.8886E-09
0	5	19	0	3	17	7.8896E-08
0	5	19	0	3	18	1.2347E-04
0	5	19	0	3	19	1.8862E-07
0	5	19	0	3	20	8.4394E-07
0	5	19	0	3	21	2.0696E-09
0	5	19	0	4	17	3.0353E-07
0	5	19	0	4	18	1.8094E-04
0	5	19	0	4	19	4.5679E-08
0	5	19	0	4	20	8.1699E-07
0	5	19	0	4	21	3.2467E-11
0	5	19	0	5	17	3.7152E-07
0	5	19	0	5	18	4.9514E-05
0	5	20	0	0	18	4.0498E-09
0	5	20	0	0	19	3.1840E-06
0	5	20	0	0	20	1.5508E-10
0	5	20	0	0	21	8.1908E-08
0	5	20	0	0	22	1.8261E-10
0	5	20	0	1	18	3.7160E-08
0	5	20	0	1	19	1.9794E-05
0	5	20	0	1	20	3.8655E-09
0	5	20	0	1	21	1.9263E-07
0	5	20	0	1	22	2.4211E-09
0	5	20	0	2	18	1.1827E-07
0	5	20	0	2	19	6.2914E-05
0	5	20	0	2	20	4.4458E-08
0	5	20	0	2	21	1.1191E-07
0	5	20	0	2	22	5.4266E-09
0	5	20	0	3	18	3.9661E-08
0	5	20	0	3	19	1.1649E-04
0	5	20	0	3	20	1.7708E-07
0	5	20	0	3	21	1.1133E-06
0	5	20	0	3	22	1.6533E-09
0	5	20	0	4	18	4.1528E-07
0	5	20	0	4	19	1.7801E-04
0	5	20	0	4	20	3.8020E-08
0	5	20	0	4	21	7.7256E-07
0	5	20	0	4	22	7.9178E-12
0	5	20	0	5	18	4.0393E-07
0	5	20	0	5	19	4.9975E-05
0	5	21	0	0	19	3.8485E-09
0	5	21	0	0	20	3.2852E-06
0	5	21	0	0	21	1.6237E-10
0	5	21	0	0	22	1.1027E-07
0	5	21	0	0	23	1.7102E-10
0	5	21	0	1	19	3.3593E-08
0	5	21	0	1	20	1.8286E-05
0	5	21	0	1	21	3.9636E-09
0	5	21	0	1	22	1.5044E-07
0	5	21	0	1	23	2.2806E-09
0	5	21	0	2	19	9.5557E-08
0	5	21	0	2	20	5.8178E-05
0	5	21	0	2	21	4.4271E-08
0	5	21	0	2	22	5.3082E-08
0	5	21	0	2	23	4.8888E-09
0	5	21	0	3	19	1.3121E-08
0	5	21	0	3	20	1.0937E-04
0	5	21	0	3	21	1.6495E-07
0	5	21	0	3	22	1.3647E-06
0	5	21	0	3	23	1.3457E-09
0	5	21	0	4	19	5.3802E-07
0	5	21	0	4	20	1.7403E-04
0	5	21	0	4	21	3.1023E-08
0	5	21	0	4	22	7.0418E-07
0	5	21	0	4	23	1.1875E-12
0	5	21	0	5	19	4.2931E-07
0	5	21	0	5	20	4.9712E-05
0	5	22	0	0	20	3.6055E-09
0	5	22	0	0	21	3.2393E-06
0	5	22	0	0	22	1.7001E-10
0	5	22	0	0	23	1.2023E-07
0	5	22	0	0	24	1.6025E-10
0	5	22	0	1	20	2.9753E-08
0	5	22	0	1	21	1.6891E-05
0	5	22	0	1	22	4.0677E-09
0	5	22	0	1	23	1.1718E-07
0	5	22	0	1	24	2.1356E-09
0	5	22	0	2	20	7.3727E-08
0	5	22	0	2	21	5.3710E-05
0	5	22	0	2	22	4.3993E-08
0	5	22	0	2	23	2.0409E-08
0	5	22	0	2	24	4.3015E-09
0	5	22	0	3	20	7.6788E-10
0	5	22	0	3	21	1.0233E-04
0	5	22	0	3	22	1.5227E-07
0	5	22	0	3	23	1.5810E-06
0	5	22	0	3	24	1.1123E-09
0	5	22	0	4	20	6.6732E-07
0	5	22	0	4	21	1.6907E-04
0	5	22	0	4	22	2.4736E-08
0	5	22	0	4	23	6.2004E-07
0	5	22	0	4	24	6.1645E-14
0	5	22	0	5	20	4.4619E-07
0	5	22	0	5	21	4.8751E-05
0	5	23	0	0	21	3.3283E-09
0	5	23	0	0	22	3.0210E-06
0	5	23	0	0	23	1.7817E-10
0	5	23	0	0	24	1.0668E-07
0	5	23	0	0	25	1.5040E-10
0	5	23	0	1	21	2.5747E-08
0	5	23	0	1	22	1.5535E-05
0	5	23	0	1	23	4.1800E-09
0	5	23	0	1	24	8.6971E-08
0	5	23	0	1	25	1.9878E-09
0	5	23	0	2	21	5.3490E-08
0	5	23	0	2	22	4.9465E-05
0	5	23	0	2	23	4.3609E-08
0	5	23	0	2	24	4.1538E-09
0	5	23	0	2	25	3.6891E-09
0	5	23	0	3	21	3.6900E-09
0	5	23	0	3	22	9.5548E-05
0	5	23	0	3	23	1.3910E-07
0	5	23	0	3	24	1.7485E-06
0	5	23	0	3	25	9.2900E-10
0	5	23	0	4	21	7.9799E-07
0	5	23	0	4	22	1.6316E-04
0	5	23	0	4	23	1.9190E-08
0	5	23	0	4	24	5.2844E-07
0	5	23	0	4	25	3.1416E-17
0	5	23	0	5	21	4.5342E-07
0	5	23	0	5	22	4.7136E-05
0	5	24	0	0	22	3.0245E-09
0	5	24	0	0	23	2.6553E-06
0	5	24	0	0	24	1.8702E-10
0	5	24	0	0	25	7.6066E-08
0	5	24	0	0	26	1.4150E-10
0	5	24	0	1	22	2.1680E-08
0	5	24	0	1	23	1.4164E-05
0	5	24	0	1	24	4.3027E-09
0	5	24	0	1	25	5.8506E-08
0	5	24	0	1	26	1.8379E-09
0	5	24	0	2	22	3.5526E-08
0	5	24	0	2	23	4.5345E-05
0	5	24	0	2	24	4.3093E-08
0	5	24	0	2	25	1.7469E-10
0	5	24	0	2	26	3.0736E-09
0	5	24	0	3	22	2.2562E-08
0	5	24	0	3	23	8.9139E-05
0	5	24	0	3	24	1.2548E-07
0	5	24	0	3	25	1.8558E-06
0	5	24	0	3	26	7.7856E-10
0	5	24	0	4	22	9.2413E-07
0	5	24	0	4	23	1.5624E-04
0	5	24	0	4	24	1.4403E-08
0	5	24	0	4	25	4.3691E-07
0	5	24	0	5	22	4.5017E-07
0	5	24	0	5	23	4.4927E-05
