2002 10 22 date incorporated - used by code to verify proper file is used
#
# This data, together with the fits generated by Nick Abel,
# constitute the UTA inner shell treatment in the code.
# This data file is based on files provided by Ehud Behar,
# and was originally published in
# >>refer	Fe	inner shell	Behar, E., Sako, M, Kahn, S.M., 
# >>refercon	2001, ApJ, 563, 497-504
# the fits were based on the paper
# >>refer	Fe	inner shell	Behar, E., & Netzer, H., 2002, ApJ, 570, 165-170
#
# all lines starting with # are comments and are ignored
# data are tab delimited
# these are all Fe lines - ion is stage of ionization, 0 is atom
#
# for atomic iron the statistical weights are given, since they were included
# in the original data file from Ehud.  These are zero in all other stages of
# ionization since they were not provided
#
# the last number is the absorption oscillator strength
#
#ion	g(u)	g(l)	wl	A	A/(A+A^a)	f
2	0	0	17.2735	2.5100E+08	4.4299E-06	1.3720E-05
2	0	0	17.0688	3.1320E+08	2.0128E-06	1.3680E-05
2	0	0	16.9329	3.9390E+08	3.6951E-06	1.3170E-05
2	0	0	17.2111	3.7590E+08	2.7579E-06	1.2990E-05
2	0	0	17.1153	2.4010E+08	3.2783E-06	1.2890E-05
2	0	0	17.1973	2.5900E+08	1.9636E-06	1.1490E-05
2	0	0	17.3422	3.0930E+08	6.8308E-06	1.0850E-05
2	0	0	16.9464	2.8800E+08	2.9009E-06	9.6460E-06
2	0	0	17.1965	2.3470E+08	1.3653E-06	8.0930E-06
2	0	0	17.2414	1.3900E+08	1.6887E-06	7.5720E-06
2	0	0	17.1083	2.1560E+08	1.2918E-06	7.3570E-06
2	0	0	17.0783	2.0340E+08	1.2395E-06	6.9190E-06
2	0	0	16.9238	1.9130E+08	5.6215E-07	6.3900E-06
2	0	0	17.0844	1.1750E+08	1.1520E-06	6.2810E-06
2	0	0	17.1550	1.0320E+08	4.3526E-07	5.5640E-06
2	0	0	16.8624	1.0200E+08	5.8587E-07	5.3140E-06
2	0	0	17.0944	1.5070E+08	9.4780E-07	5.1370E-06
2	0	0	16.9453	1.1810E+08	1.1681E-06	5.0870E-06
2	0	0	17.2073	1.2690E+08	7.2266E-07	4.3810E-06
2	0	0	17.3204	1.1470E+08	1.0088E-06	4.0120E-06
2	0	0	17.2655	7.2860E+07	1.2575E-06	3.9800E-06
2	0	0	17.0660	6.5270E+07	4.3894E-07	3.4830E-06
2	0	0	17.1740	7.5710E+07	4.7646E-07	3.3480E-06
2	0	0	16.9163	7.7230E+07	7.3904E-07	3.3130E-06
2	0	0	16.8820	7.5940E+07	4.5229E-07	3.2460E-06
2	0	0	17.2254	5.8130E+07	5.8072E-07	3.1600E-06
2	0	0	17.0253	9.2770E+07	7.1637E-07	3.1360E-06
2	0	0	17.2286	7.0430E+07	7.1401E-07	3.1340E-06
2	0	0	17.2326	5.6310E+07	6.8755E-07	3.0640E-06
2	0	0	17.2203	6.6730E+07	7.0748E-07	2.9670E-06
2	0	0	16.9270	6.2410E+07	5.4175E-07	2.6810E-06
2	0	0	17.2549	4.8340E+07	7.8691E-07	2.6370E-06
2	0	0	17.0172	7.4170E+07	3.5624E-07	2.5040E-06
2	0	0	17.2475	4.5030E+07	5.5538E-07	2.4540E-06
2	0	0	16.9386	4.3740E+07	5.7781E-07	2.2990E-06
2	0	0	16.8008	5.0240E+07	3.4015E-07	2.1270E-06
2	0	0	17.3521	4.3510E+07	1.4709E-06	1.9640E-06
2	0	0	16.8813	3.5820E+07	1.9073E-07	1.8700E-06
2	0	0	17.2298	5.0830E+07	5.8722E-07	1.7600E-06
2	0	0	17.1853	4.8390E+07	2.4613E-07	1.6670E-06
2	0	0	17.3643	2.9490E+07	1.5546E-06	1.6290E-06
2	0	0	17.2662	3.5600E+07	3.8255E-07	1.5910E-06
2	0	0	16.9299	3.5540E+07	3.5972E-07	1.5280E-06
2	0	0	16.9091	4.4100E+07	3.5680E-07	1.4700E-06
2	0	0	16.8928	3.1220E+07	1.5681E-07	1.3360E-06
2	0	0	16.8715	3.0320E+07	1.7072E-07	1.2940E-06
2	0	0	16.9029	3.4060E+07	2.7534E-07	1.1340E-06
2	0	0	16.8244	2.6120E+07	2.0681E-07	1.1090E-06
2	0	0	16.9136	2.4370E+07	2.0865E-07	1.0450E-06
2	0	0	16.8611	2.4140E+07	1.4525E-07	8.0030E-07
2	0	0	17.2059	1.1140E+07	8.6491E-08	6.0410E-07
2	0	0	17.2418	1.7090E+07	1.4644E-07	5.9210E-07
2	0	0	16.8300	1.3540E+07	8.3943E-08	5.7500E-07
2	0	0	17.2170	1.0270E+07	1.3735E-07	5.5780E-07
2	0	0	17.1410	1.5740E+07	7.4456E-08	5.3940E-07
2	0	0	16.8978	1.5810E+07	9.9685E-08	5.2670E-07
2	0	0	17.0391	1.5010E+07	8.9880E-08	5.0830E-07
2	0	0	16.8700	9.9340E+06	6.4173E-08	4.2390E-07
2	0	0	16.8702	5.7080E+06	2.7429E-08	2.9770E-07
2	0	0	16.8520	8.9860E+06	5.1882E-08	2.9760E-07
2	0	0	16.7511	6.6270E+06	3.2856E-08	2.7880E-07
2	0	0	17.1340	7.9430E+06	4.7965E-08	2.7190E-07
2	0	0	16.8564	5.5710E+06	2.9321E-08	2.3730E-07
2	0	0	16.7648	6.6570E+06	3.7547E-08	2.1820E-07
2	0	0	16.8940	6.4990E+06	4.4061E-08	2.1620E-07
2	0	0	16.8466	3.7950E+06	1.8881E-08	1.9730E-07
2	0	0	16.8486	5.8710E+06	3.5009E-08	1.9430E-07
2	0	0	16.8824	5.7260E+06	2.9622E-08	1.9030E-07
2	0	0	16.9170	5.4970E+06	4.3420E-08	1.8340E-07
2	0	0	16.8279	5.2290E+06	3.1943E-08	1.7270E-07
2	0	0	17.0010	3.9160E+06	2.7675E-08	1.6970E-07
2	0	0	17.1021	3.1060E+06	1.6416E-08	1.6640E-07
2	0	0	17.2445	3.1610E+06	3.5605E-08	1.4090E-07
2	0	0	16.8364	4.1270E+06	3.2963E-08	1.3640E-07
2	0	0	16.7941	2.4180E+06	2.0614E-08	1.0230E-07
2	0	0	16.8981	1.8600E+06	1.1273E-08	7.9610E-08
2	0	0	16.7938	1.4660E+06	1.3291E-08	7.5770E-08
2	0	0	16.8441	2.0540E+06	1.2494E-08	6.7960E-08
2	0	0	16.7973	1.4610E+06	8.0496E-09	4.8090E-08
2	0	0	16.7910	1.0400E+06	7.1923E-09	3.4200E-08
2	0	0	16.8091	8.4510E+05	7.0425E-09	2.7840E-08
2	0	0	17.2596	7.6660E+05	1.0607E-08	2.6630E-08
2	0	0	16.9128	4.1870E+05	3.1130E-09	2.1940E-08
2	0	0	16.8229	5.9330E+05	4.7162E-09	1.9580E-08
2	0	0	16.8798	2.7400E+05	1.7804E-09	9.1040E-09
2	0	0	16.7073	2.7940E+05	2.2715E-09	9.0930E-09
2	0	0	16.8065	9.7640E+04	7.3970E-10	5.0560E-09
2	0	0	16.8526	8.5530E+04	4.5278E-10	3.6420E-09
2	0	0	16.7469	6.8740E+04	3.4491E-10	2.2480E-09
2	0	0	16.9541	3.5000E+04	4.5109E-10	1.5090E-09
2	0	0	17.2574	4.7840E+03	4.1564E-11	1.6610E-10
2	0	0	16.7906	1.0010E+02	7.9761E-13	4.2320E-12
3	0	0	17.4021	4.0400E+12	9.0413E-03	1.2230E-01
3	0	0	17.4089	2.0880E+12	6.2649E-03	9.4870E-02
3	0	0	17.3677	1.1480E+12	4.5801E-03	6.9220E-02
3	0	0	17.0402	8.5020E+11	2.5187E-03	4.9350E-02
3	0	0	17.4029	7.1350E+11	2.8538E-03	4.3200E-02
3	0	0	17.2766	5.4640E+11	1.5377E-03	3.2600E-02
3	0	0	17.3949	6.9330E+11	2.6362E-03	3.1450E-02
3	0	0	17.3607	6.5770E+11	2.6839E-03	2.9720E-02
3	0	0	17.0980	4.5180E+11	1.5480E-03	2.6400E-02
3	0	0	17.3518	4.1960E+11	1.4863E-03	2.5250E-02
3	0	0	17.4324	3.6550E+11	1.7867E-03	2.2200E-02
3	0	0	17.4238	3.4120E+11	1.6624E-03	1.5530E-02
3	0	0	17.1081	3.4820E+11	1.1056E-03	1.5280E-02
3	0	0	17.4162	4.9120E+11	2.1842E-03	1.4900E-02
3	0	0	17.0445	3.2780E+11	9.7407E-04	1.4280E-02
3	0	0	17.2526	1.6990E+11	4.7931E-04	1.0110E-02
3	0	0	17.2809	1.8730E+11	6.0422E-04	8.3880E-03
3	0	0	17.1010	1.5240E+11	3.7266E-04	6.6850E-03
3	0	0	17.1091	2.2260E+11	7.5580E-04	6.5130E-03
3	0	0	17.0807	1.0240E+11	3.1595E-04	5.9730E-03
3	0	0	17.2943	8.8900E+10	2.8422E-04	5.3150E-03
3	0	0	17.0292	7.9260E+10	2.8637E-04	4.5950E-03
3	0	0	17.1945	6.8840E+10	1.8141E-04	4.0680E-03
3	0	0	17.3407	8.7220E+10	3.5072E-04	3.9320E-03
3	0	0	17.0531	8.7830E+10	3.1026E-04	3.8300E-03
3	0	0	17.1240	6.2880E+10	1.7998E-04	3.6850E-03
3	0	0	17.3541	1.2210E+11	5.5069E-04	3.6750E-03
3	0	0	16.9983	5.8920E+10	1.9513E-04	3.4030E-03
3	0	0	17.1877	3.7120E+10	1.1686E-04	2.1930E-03
3	0	0	17.0575	7.0620E+10	2.0840E-04	2.0530E-03
3	0	0	17.2049	3.4190E+10	1.0002E-04	2.0230E-03
3	0	0	17.0704	6.8350E+10	1.9004E-04	1.9900E-03
3	0	0	17.2518	4.1830E+10	1.2751E-04	1.8670E-03
3	0	0	17.3221	5.9250E+10	2.1651E-04	1.7770E-03
3	0	0	17.2546	3.7750E+10	8.9638E-05	1.6850E-03
3	0	0	17.2880	3.7020E+10	1.0223E-04	1.6590E-03
3	0	0	17.1973	3.5170E+10	9.3628E-05	1.5590E-03
3	0	0	17.2842	5.0500E+10	1.5333E-04	1.5070E-03
3	0	0	17.3842	4.7120E+10	1.9870E-04	1.4240E-03
3	0	0	16.9796	3.0230E+10	8.7870E-05	1.3070E-03
3	0	0	17.3191	2.1120E+10	8.6197E-05	1.2670E-03
3	0	0	17.3035	2.5230E+10	7.2287E-05	1.1330E-03
3	0	0	16.9524	1.6100E+10	4.7143E-05	9.2470E-04
3	0	0	17.2219	1.4690E+10	4.3103E-05	8.7070E-04
3	0	0	17.1956	2.7400E+10	7.3237E-05	8.0980E-04
3	0	0	17.2994	1.2820E+10	4.2746E-05	7.6750E-04
3	0	0	17.3203	1.6010E+10	4.8631E-05	7.2020E-04
3	0	0	17.2683	2.2520E+10	5.9526E-05	6.7120E-04
3	0	0	17.2320	1.4390E+10	4.3472E-05	6.4070E-04
3	0	0	16.9941	1.9130E+10	5.5016E-05	5.5230E-04
3	0	0	17.1644	8.7730E+09	2.3768E-05	3.8750E-04
3	0	0	17.2170	8.5600E+09	2.2520E-05	3.8030E-04
3	0	0	17.2618	6.2500E+09	1.7448E-05	3.7220E-04
3	0	0	17.1197	8.4670E+09	2.3325E-05	3.7200E-04
3	0	0	17.2094	7.2580E+09	2.1717E-05	3.2230E-04
3	0	0	17.2350	7.1720E+09	1.6095E-05	3.1930E-04
3	0	0	17.3108	5.1910E+09	1.8118E-05	3.1100E-04
3	0	0	17.2741	5.9700E+09	1.3661E-05	2.6720E-04
3	0	0	16.9905	5.5980E+09	2.0021E-05	2.4230E-04
3	0	0	17.0124	3.5520E+09	1.2428E-05	2.0550E-04
3	0	0	17.3301	3.1740E+09	1.0430E-05	1.9050E-04
3	0	0	16.9391	2.9350E+09	7.8876E-06	1.6830E-04
3	0	0	17.2043	3.6470E+09	9.6328E-06	1.6180E-04
3	0	0	17.1401	5.2020E+09	1.4402E-05	1.5280E-04
3	0	0	17.0237	3.4330E+09	1.2118E-05	1.4910E-04
3	0	0	16.9975	4.8800E+09	1.3987E-05	1.4090E-04
3	0	0	17.2306	1.9360E+09	4.5563E-06	1.1490E-04
3	0	0	16.9029	1.8580E+09	6.1421E-06	1.0610E-04
3	0	0	16.9646	2.3520E+09	7.0800E-06	1.0140E-04
3	0	0	17.2469	2.9150E+09	7.0173E-06	8.6650E-05
3	0	0	16.8776	1.0940E+09	3.2725E-06	6.2300E-05
3	0	0	16.9142	1.0090E+09	2.8382E-06	5.7700E-05
3	0	0	17.2813	1.8530E+09	6.1175E-06	5.5320E-05
3	0	0	16.9275	1.0570E+09	2.8825E-06	4.5400E-05
3	0	0	17.3294	1.4280E+09	5.7028E-06	4.2880E-05
3	0	0	17.2682	6.7480E+08	1.8518E-06	4.0220E-05
3	0	0	17.1807	1.2760E+09	3.4882E-06	3.7630E-05
3	0	0	16.9077	1.2700E+09	4.3975E-06	3.6280E-05
3	0	0	17.2705	7.3130E+08	1.7167E-06	3.2700E-05
3	0	0	16.9602	1.0860E+09	3.4054E-06	3.1220E-05
3	0	0	17.1586	5.0780E+08	1.4157E-06	2.9880E-05
3	0	0	16.9164	6.9350E+08	2.3832E-06	2.9750E-05
3	0	0	17.2114	9.2480E+08	2.0909E-06	2.7380E-05
3	0	0	16.9763	4.4650E+08	1.0882E-06	2.5720E-05
3	0	0	16.8772	5.9700E+08	1.6070E-06	2.5500E-05
3	0	0	17.1819	5.6270E+08	2.0657E-06	2.4900E-05
3	0	0	16.8430	5.8430E+08	1.6035E-06	2.4850E-05
3	0	0	17.3081	4.5050E+08	1.4338E-06	2.0230E-05
3	0	0	16.9767	6.5200E+08	2.0685E-06	1.8780E-05
3	0	0	16.9848	3.0890E+08	8.6745E-07	1.7820E-05
3	0	0	17.2066	5.9700E+08	1.9887E-06	1.7670E-05
3	0	0	17.0024	3.8220E+08	1.2429E-06	1.6560E-05
3	0	0	17.1247	3.7150E+08	1.0721E-06	1.0890E-05
3	0	0	17.3456	1.1460E+08	4.2429E-07	6.8900E-06
3	0	0	16.9238	2.3300E+08	5.8898E-07	6.6680E-06
3	0	0	16.9339	1.1910E+08	3.3157E-07	5.1220E-06
3	0	0	16.9019	1.1000E+08	3.5393E-07	4.7120E-06
3	0	0	16.8299	5.8390E+07	1.4290E-07	3.3070E-06
3	0	0	17.2582	1.0120E+08	2.4170E-07	3.0130E-06
3	0	0	17.2312	6.2420E+07	2.5656E-07	1.8530E-06
3	0	0	16.8313	4.2250E+07	1.0688E-07	1.1960E-06
3	0	0	17.1907	3.9850E+07	1.3279E-07	1.1770E-06
3	0	0	17.1794	1.5210E+07	4.7148E-08	8.9720E-07
3	0	0	16.9176	2.9020E+07	7.6489E-08	8.3020E-07
3	0	0	17.2972	2.0320E+07	5.3180E-08	6.0750E-07
3	0	0	17.1538	1.3820E+07	4.0070E-08	4.0670E-07
3	0	0	16.8554	7.7950E+06	2.1695E-08	2.2130E-07
3	0	0	16.7847	4.0430E+06	1.3295E-08	1.7080E-07
3	0	0	17.0218	5.5820E+06	2.1208E-08	1.6170E-07
3	0	0	16.7658	7.4520E+02	2.0305E-12	2.0930E-11
4	0	0	17.2924	1.9130E+12	4.7409E-03	2.5740E-01
4	0	0	17.2356	1.1670E+12	4.5574E-03	1.5590E-01
4	0	0	16.9896	5.3900E+11	1.8824E-03	6.9960E-02
4	0	0	17.2847	4.6830E+11	2.0669E-03	6.2940E-02
4	0	0	17.1887	4.2830E+11	1.1584E-03	5.6910E-02
4	0	0	17.1956	3.8030E+11	1.1563E-03	5.0590E-02
4	0	0	17.2070	3.7900E+11	1.2129E-03	5.0450E-02
4	0	0	17.1693	3.6200E+11	9.1285E-04	4.8010E-02
4	0	0	16.9095	3.1030E+11	9.1883E-04	3.9900E-02
4	0	0	17.3910	2.4710E+11	1.4783E-03	3.3620E-02
4	0	0	17.1055	1.7870E+11	4.5450E-04	2.3510E-02
4	0	0	16.8770	1.6970E+11	4.7753E-04	2.1740E-02
4	0	0	16.9657	1.5770E+11	5.2998E-04	2.0420E-02
4	0	0	16.8705	1.5610E+11	4.6053E-04	1.9990E-02
4	0	0	17.1327	9.2330E+10	2.5104E-04	1.2190E-02
4	0	0	17.0055	7.2330E+10	3.1356E-04	9.4100E-03
4	0	0	17.1108	3.7330E+10	1.1294E-04	4.9180E-03
4	0	0	17.2464	2.6760E+10	1.0464E-04	3.5800E-03
4	0	0	17.0509	2.3640E+10	6.0073E-05	3.0920E-03
4	0	0	17.0954	2.1720E+10	7.5411E-05	2.8550E-03
4	0	0	17.3018	1.8590E+10	1.0275E-04	2.5040E-03
4	0	0	16.8321	1.6980E+10	5.1235E-05	2.1630E-03
4	0	0	17.2283	1.2670E+10	5.3729E-05	1.6910E-03
4	0	0	16.9751	1.2630E+10	4.0427E-05	1.6370E-03
4	0	0	17.2013	1.0280E+10	2.4222E-05	1.3680E-03
4	0	0	16.7396	8.3870E+09	3.1224E-05	1.0570E-03
4	0	0	16.9248	7.7770E+09	2.2399E-05	1.0020E-03
4	0	0	17.2730	3.3970E+09	1.0926E-05	4.5600E-04
4	0	0	16.9419	1.5090E+09	4.7602E-06	1.9490E-04
4	0	0	16.6537	4.3100E+08	1.2006E-06	5.3750E-05
4	0	0	16.8007	2.6390E+08	8.5377E-07	3.3500E-05
4	0	0	16.6879	2.5100E+08	7.6107E-07	3.1430E-05
5	0	0	17.2197	3.3430E+12	8.5402E-03	2.2300E-01
5	0	0	17.1332	3.1750E+12	1.0042E-02	1.3980E-01
5	0	0	17.1605	2.5200E+12	1.0709E-02	1.1120E-01
5	0	0	17.0061	4.0200E+12	1.4413E-02	8.7150E-02
5	0	0	16.9014	3.3960E+12	1.1335E-02	7.2720E-02
5	0	0	17.2077	2.0980E+12	9.1218E-03	4.6550E-02
5	0	0	17.0996	5.6930E+11	1.6512E-03	3.7450E-02
5	0	0	16.9263	4.5720E+11	1.6936E-03	2.9450E-02
5	0	0	17.0830	5.9400E+11	1.6168E-03	2.5980E-02
5	0	0	16.8567	1.1620E+12	3.8078E-03	2.4750E-02
5	0	0	16.8682	4.9220E+11	1.9823E-03	2.1000E-02
5	0	0	17.2055	2.8000E+11	9.3903E-04	1.8640E-02
5	0	0	16.8557	4.2200E+11	1.5893E-03	1.7980E-02
5	0	0	17.2557	2.6330E+11	1.4921E-03	1.7640E-02
5	0	0	16.8790	2.7000E+11	9.6267E-04	1.7300E-02
5	0	0	17.1791	3.3220E+11	1.6038E-03	1.4700E-02
5	0	0	17.3114	6.5350E+11	4.2420E-03	1.4690E-02
5	0	0	16.9489	2.1680E+11	8.1868E-04	1.4010E-02
5	0	0	17.2339	1.9180E+11	1.1618E-03	1.2820E-02
5	0	0	17.0079	2.8820E+11	1.1451E-03	1.2500E-02
5	0	0	17.0008	1.7630E+11	5.8752E-04	1.1460E-02
5	0	0	17.1578	1.6770E+11	7.4346E-04	1.1100E-02
5	0	0	16.9163	2.5400E+11	8.8919E-04	1.0900E-02
5	0	0	16.9382	5.0150E+11	2.2024E-03	1.0790E-02
5	0	0	17.2999	2.3820E+11	1.6503E-03	1.0690E-02
5	0	0	16.7224	2.1470E+11	6.3537E-04	9.0030E-03
5	0	0	17.1927	3.7340E+11	1.5831E-03	8.2730E-03
5	0	0	17.1164	3.6960E+11	8.6000E-04	8.1170E-03
5	0	0	17.1298	1.7480E+11	4.6616E-04	7.6900E-03
5	0	0	17.0546	1.7600E+11	9.3282E-04	7.6750E-03
5	0	0	16.8054	1.1780E+11	3.6868E-04	7.4800E-03
5	0	0	17.1739	1.0610E+11	4.2730E-04	7.0350E-03
5	0	0	17.3029	1.0440E+11	7.2147E-04	7.0300E-03
5	0	0	17.1247	1.4980E+11	5.5023E-04	6.5870E-03
5	0	0	16.8067	1.5300E+11	4.9764E-04	6.4800E-03
5	0	0	17.1384	9.2050E+10	3.9423E-04	6.0800E-03
5	0	0	17.1730	2.6440E+11	1.1413E-03	5.8450E-03
5	0	0	17.0666	1.2700E+11	5.5067E-04	5.5420E-03
5	0	0	17.1514	2.4340E+11	1.2346E-03	5.3650E-03
5	0	0	16.8861	2.3870E+11	1.0635E-03	5.1030E-03
5	0	0	16.8119	7.4970E+10	3.4680E-04	4.7650E-03
5	0	0	17.1872	1.0710E+11	4.4494E-04	4.7450E-03
5	0	0	16.7936	1.0630E+11	4.6317E-04	4.4950E-03
5	0	0	17.0660	6.2800E+10	3.1469E-04	4.1150E-03
5	0	0	17.2422	5.9320E+10	3.3732E-04	3.9650E-03
5	0	0	17.2249	8.7620E+10	5.6461E-04	3.8970E-03
5	0	0	17.0952	7.5420E+10	2.2787E-04	3.3050E-03
5	0	0	17.0381	1.4820E+11	6.6863E-04	3.2250E-03
5	0	0	16.9066	5.7650E+10	2.2488E-04	2.4710E-03
5	0	0	17.1939	3.3170E+10	1.8790E-04	2.2050E-03
5	0	0	16.8285	4.8250E+10	1.5413E-04	2.0480E-03
5	0	0	16.8149	9.5600E+10	2.8360E-04	2.0270E-03
5	0	0	17.0795	3.0070E+10	1.6611E-04	1.9720E-03
5	0	0	16.7735	9.1350E+10	4.0386E-04	1.9260E-03
5	0	0	17.0768	8.6700E+10	2.7086E-04	1.8960E-03
5	0	0	17.3223	3.9320E+10	2.8058E-04	1.7700E-03
5	0	0	17.1159	2.3420E+10	8.3606E-05	1.5420E-03
5	0	0	17.2626	2.0750E+10	1.2084E-04	1.3910E-03
5	0	0	17.2043	3.1120E+10	1.2890E-04	1.3810E-03
5	0	0	16.8693	2.1000E+10	7.6136E-05	1.3440E-03
5	0	0	17.0140	2.0450E+10	7.3187E-05	1.3320E-03
5	0	0	17.2323	2.8950E+10	1.6957E-04	1.2890E-03
5	0	0	16.7933	1.9730E+10	7.3641E-05	1.2510E-03
5	0	0	17.3572	5.5300E+10	3.4966E-04	1.2490E-03
5	0	0	16.7656	1.9680E+10	7.0786E-05	1.2440E-03
5	0	0	17.0124	2.7800E+10	1.0112E-04	1.2060E-03
5	0	0	16.9803	1.7520E+10	8.2596E-05	1.1360E-03
5	0	0	16.9578	5.1000E+10	1.5690E-04	1.1000E-03
5	0	0	16.7269	1.7450E+10	5.2908E-05	1.0980E-03
5	0	0	16.8900	1.7080E+10	9.0410E-05	1.0960E-03
5	0	0	17.3099	1.8790E+10	1.3634E-04	8.4420E-04
5	0	0	16.9360	1.9180E+10	6.4294E-05	8.2500E-04
5	0	0	17.0329	1.2540E+10	4.6841E-05	8.1850E-04
5	0	0	16.8396	1.2060E+10	3.8211E-05	7.6920E-04
5	0	0	16.7540	1.7980E+10	6.2907E-05	7.5650E-04
5	0	0	17.3739	1.6490E+10	1.0749E-04	7.4620E-04
5	0	0	17.0378	1.6480E+10	5.7781E-05	7.1750E-04
5	0	0	17.2839	1.0220E+10	7.1016E-05	6.8700E-04
5	0	0	16.6391	1.0460E+10	3.6318E-05	4.3430E-04
5	0	0	17.0347	5.1770E+09	1.6529E-05	3.3770E-04
5	0	0	17.2714	7.0680E+09	3.8204E-05	3.1600E-04
5	0	0	16.9369	4.8650E+09	2.3002E-05	3.1380E-04
5	0	0	16.8013	1.3170E+10	5.8271E-05	2.7880E-04
5	0	0	17.3239	2.9180E+09	2.0221E-05	1.9690E-04
5	0	0	17.1066	2.8880E+09	8.6622E-06	1.9010E-04
5	0	0	16.9805	3.8520E+09	1.5159E-05	1.6660E-04
5	0	0	17.3870	1.6230E+09	1.0397E-05	1.1040E-04
5	0	0	17.0902	8.7680E+08	2.7238E-06	5.7600E-05
5	0	0	17.2241	2.5890E+09	1.3290E-05	5.7570E-05
5	0	0	17.2497	5.4080E+08	3.1387E-06	2.4130E-05
5	0	0	16.5659	1.1720E+09	5.1471E-06	2.4110E-05
5	0	0	17.1785	3.2800E+08	1.4311E-06	2.1770E-05
5	0	0	16.8931	2.0190E+08	9.6372E-07	8.6400E-06
5	0	0	17.0973	2.7340E+08	1.4144E-06	5.9920E-06
5	0	0	16.6702	1.2000E+07	5.1304E-08	7.5030E-07
6	0	0	16.9027	4.1280E+12	1.6806E-02	1.7680E-01
6	0	0	17.0910	2.2000E+12	5.8448E-03	1.3490E-01
6	0	0	17.0128	2.2030E+12	7.5444E-03	1.3380E-01
6	0	0	17.0952	2.8760E+12	1.4093E-02	1.2600E-01
6	0	0	16.7600	4.8630E+12	1.9820E-02	1.2290E-01
6	0	0	17.1169	1.3440E+12	7.1778E-03	8.2660E-02
6	0	0	17.0473	1.7270E+12	1.0104E-02	7.5260E-02
6	0	0	16.7973	1.6210E+12	7.0903E-03	6.8560E-02
6	0	0	17.0568	9.6760E+11	4.0902E-03	5.9080E-02
6	0	0	17.0066	2.0790E+12	7.8966E-03	5.4080E-02
6	0	0	16.7336	1.5370E+12	5.9750E-03	3.8700E-02
6	0	0	16.7584	5.7090E+11	1.9675E-03	3.3640E-02
6	0	0	16.8603	1.3010E+12	6.4952E-03	3.3280E-02
6	0	0	17.0890	1.0490E+12	6.9540E-03	2.7560E-02
6	0	0	16.8102	1.0360E+12	5.8619E-03	2.6340E-02
6	0	0	16.8158	6.0680E+11	3.2431E-03	2.5720E-02
6	0	0	16.8651	5.4880E+11	2.9657E-03	2.3400E-02
6	0	0	16.8487	4.6620E+11	3.1678E-03	1.9840E-02
6	0	0	16.9670	7.4070E+11	3.8370E-03	1.9180E-02
6	0	0	16.6712	3.8040E+11	2.9840E-03	1.5850E-02
6	0	0	16.9790	2.2360E+11	1.2164E-03	1.3530E-02
6	0	0	16.6011	4.9030E+11	1.6570E-03	1.2160E-02
6	0	0	16.9389	4.6230E+11	1.7227E-03	1.1940E-02
6	0	0	17.2143	4.3100E+11	3.3146E-03	1.1480E-02
6	0	0	16.7203	2.6880E+11	1.0012E-03	1.1260E-02
6	0	0	16.7564	2.6560E+11	1.0512E-03	1.1180E-02
6	0	0	16.8401	1.7890E+11	1.2469E-03	1.0650E-02
6	0	0	17.1048	2.2960E+11	1.4906E-03	1.0070E-02
6	0	0	16.9000	3.7400E+11	1.4808E-03	9.6080E-03
6	0	0	16.7859	1.3550E+11	5.7261E-04	8.0160E-03
6	0	0	17.0290	1.1980E+11	7.5289E-04	7.2900E-03
6	0	0	16.7102	2.3320E+11	8.9474E-04	5.8580E-03
6	0	0	16.8378	1.1310E+11	6.1900E-04	4.8080E-03
6	0	0	17.2224	8.7060E+10	6.9488E-04	3.8720E-03
6	0	0	17.1168	8.6020E+10	7.3909E-04	3.7780E-03
6	0	0	16.6924	6.1100E+10	2.2836E-04	3.5740E-03
6	0	0	16.9424	5.5590E+10	3.5171E-04	3.3480E-03
6	0	0	16.9308	7.5680E+10	5.4850E-04	3.2520E-03
6	0	0	17.1481	6.0900E+10	4.7854E-04	2.6860E-03
6	0	0	16.7526	4.5230E+10	2.8103E-04	2.6640E-03
6	0	0	17.1970	5.9520E+10	4.7631E-04	2.6400E-03
6	0	0	17.2219	3.6940E+10	2.8583E-04	2.3000E-03
6	0	0	17.0772	8.0030E+10	4.5169E-04	2.1000E-03
6	0	0	17.1244	7.7870E+10	6.9293E-04	2.0540E-03
6	0	0	17.0345	5.9070E+10	3.3324E-04	1.5410E-03
6	0	0	16.8810	2.2590E+10	1.3566E-04	1.3510E-03
6	0	0	17.1215	4.8370E+10	3.9860E-04	1.2760E-03
6	0	0	17.1835	1.8290E+10	1.4456E-04	1.1330E-03
6	0	0	17.0232	2.5600E+10	1.0556E-04	1.1120E-03
6	0	0	17.2564	3.7330E+10	2.9713E-04	1.0000E-03
6	0	0	16.6453	2.1720E+10	9.9123E-05	9.0200E-04
6	0	0	16.8464	2.9970E+10	1.3535E-04	7.6500E-04
6	0	0	16.8628	1.1530E+10	5.5376E-05	6.8820E-04
6	0	0	17.2037	5.0290E+09	4.3389E-05	3.1240E-04
6	0	0	17.1648	6.9760E+09	4.3544E-05	3.0820E-04
6	0	0	16.9402	6.6080E+09	3.5241E-05	2.8440E-04
6	0	0	17.1258	3.0710E+09	1.9774E-05	1.8910E-04
6	0	0	17.0038	3.4520E+09	1.1580E-05	1.4960E-04
6	0	0	17.1648	1.9010E+09	1.4828E-05	1.1760E-04
6	0	0	17.1266	1.2450E+09	9.2017E-06	7.6640E-05
