# This is the data used to generate the table HM05 continuum
# This file was obtained from Francesco Haardt on Aug 6 2005.  It is a revised version of the
#>>refer	background	continuum	Haardt, F. & Madau, P. 1996, ApJ, 461, 20
# continuum.  This version includes a galaxy contribution in addition to the quasar continuum
# the CMB is not included.  
# the first line that is not a comment is a magic number to identify the version
# all remaining data are from the original file, with the exctption that the redshifts must not use exponential format
# the units of the continuum are erg cm-2 s-1 Hz-1 sr-1
# several changes were made to their original file for it to be used.  There were several wavelengths were had identical
# values.  Cloudy requries that the wavelengths be in increasing order.  The redshift were given in a variety of foramts.
# Cloudy requies that they all be floating format, not exponential
# the highest redshift had only zeros - I deleted that column
# any line starting with a # is a comment
 50808    
wavelength(A)	z=0	z=0.04912	z=.1006	z=.1547	z=.2114	z=.2709	z=.3333	z=.3988	z=.4675	z=.5396	z=.6152	z=.6945	z=.7778	z=.8651	z=.9567	z=1.053	z=1.154	z=1.259	z=1.370	z=1.4870	z=1.609	z=1.737	z=1.871	z=2.013	z=2.160	z=2.316	z=2.479	z=2.649	z=2.829	z=3.0170	z=3.214	z=3.421	z=3.638	z=3.866	z=4.105	z=4.356	z=4.619	z=4.895	z=5.184	z=5.4880	z=5.807	z=6.141	z=6.492	z=6.859	z=7.246	z=7.650	z=8.075	z=8.521	z=8.989	z=9.479
6512	1.984E-22	2.328E-22	2.731E-22	3.2E-22	3.746E-22	4.38E-22	5.114E-22	5.963E-22	6.939E-22	8.058E-22	9.333E-22	1.078E-21	1.24E-21	1.419E-21	1.614E-21	1.826E-21	2.047E-21	2.273E-21	2.493E-21	2.698E-21	2.876E-21	3.019E-21	3.119E-21	3.176E-21	3.191E-21	3.17E-21	3.118E-21	3.042E-21	2.946E-21	2.833E-21	2.709E-21	2.573E-21	2.43E-21	2.28E-21	2.125E-21	1.966E-21	1.806E-21	1.645E-21	1.485E-21	1.327E-21	1.172E-21	1.021E-21	8.749E-22	7.338E-22	5.983E-22	4.686E-22	3.446E-22	2.258E-22	1.113E-22	0
6832	2.029E-22	2.382E-22	2.793E-22	3.272E-22	3.83E-22	4.477E-22	5.227E-22	6.092E-22	7.088E-22	8.229E-22	9.528E-22	1.1E-21	1.264E-21	1.446E-21	1.646E-21	1.86E-21	2.084E-21	2.312E-21	2.534E-21	2.741E-21	2.921E-21	3.065E-21	3.166E-21	3.222E-21	3.237E-21	3.215E-21	3.162E-21	3.084E-21	2.986E-21	2.872E-21	2.745E-21	2.607E-21	2.462E-21	2.309E-21	2.152E-21	1.991E-21	1.828E-21	1.665E-21	1.503E-21	1.343E-21	1.185E-21	1.032E-21	8.84E-22	7.411E-22	6.04E-22	4.731E-22	3.479E-22	2.28E-22	1.124E-22	0
7168	2.076E-22	2.436E-22	2.856E-22	3.345E-22	3.914E-22	4.575E-22	5.34E-22	6.222E-22	7.237E-22	8.399E-22	9.722E-22	1.122E-21	1.288E-21	1.474E-21	1.676E-21	1.893E-21	2.119E-21	2.349E-21	2.574E-21	2.783E-21	2.964E-21	3.108E-21	3.21E-21	3.267E-21	3.281E-21	3.258E-21	3.203E-21	3.124E-21	3.024E-21	2.908E-21	2.779E-21	2.64E-21	2.492E-21	2.337E-21	2.178E-21	2.014E-21	1.85E-21	1.684E-21	1.52E-21	1.357E-21	1.198E-21	1.043E-21	8.927E-22	7.482E-22	6.099E-22	4.776E-22	3.512E-22	2.302E-22	1.135E-22	0
7520	2.123E-22	2.49E-22	2.919E-22	3.418E-22	3.999E-22	4.673E-22	5.453E-22	6.352E-22	7.386E-22	8.569E-22	9.914E-22	1.142E-21	1.312E-21	1.5E-21	1.705E-21	1.924E-21	2.153E-21	2.385E-21	2.612E-21	2.822E-21	3.005E-21	3.15E-21	3.252E-21	3.309E-21	3.323E-21	3.299E-21	3.243E-21	3.162E-21	3.061E-21	2.943E-21	2.812E-21	2.671E-21	2.521E-21	2.364E-21	2.202E-21	2.037E-21	1.87E-21	1.702E-21	1.536E-21	1.371E-21	1.21E-21	1.053E-21	9.013E-22	7.554E-22	6.157E-22	4.822E-22	3.546E-22	2.324E-22	1.146E-22	0
7889	2.17E-22	2.545E-22	2.983E-22	3.492E-22	4.085E-22	4.771E-22	5.566E-22	6.482E-22	7.534E-22	8.736E-22	1.009E-21	1.164E-21	1.336E-21	1.526E-21	1.733E-21	1.954E-21	2.185E-21	2.419E-21	2.648E-21	2.86E-21	3.044E-21	3.19E-21	3.293E-21	3.349E-21	3.363E-21	3.338E-21	3.282E-21	3.199E-21	3.096E-21	2.977E-21	2.844E-21	2.701E-21	2.549E-21	2.39E-21	2.226E-21	2.059E-21	1.89E-21	1.72E-21	1.551E-21	1.385E-21	1.222E-21	1.063E-21	9.1E-22	7.627E-22	6.217E-22	4.869E-22	3.581E-22	2.346E-22	1.157E-22	0
8277	2.218E-22	2.6E-22	3.047E-22	3.567E-22	4.17E-22	4.87E-22	5.679E-22	6.611E-22	7.68E-22	8.895E-22	1.028E-21	1.184E-21	1.358E-21	1.55E-21	1.759E-21	1.982E-21	2.216E-21	2.452E-21	2.682E-21	2.896E-21	3.082E-21	3.229E-21	3.332E-21	3.389E-21	3.402E-21	3.376E-21	3.319E-21	3.235E-21	3.131E-21	3.01E-21	2.875E-21	2.73E-21	2.576E-21	2.415E-21	2.249E-21	2.08E-21	1.909E-21	1.737E-21	1.567E-21	1.398E-21	1.234E-21	1.073E-21	9.187E-22	7.7E-22	6.277E-22	4.916E-22	3.615E-22	2.369E-22	1.168E-22	0
8683	2.266E-22	2.656E-22	3.111E-22	3.641E-22	4.256E-22	4.968E-22	5.791E-22	6.738E-22	7.818E-22	9.057E-22	1.046E-21	1.204E-21	1.38E-21	1.574E-21	1.785E-21	2.01E-21	2.245E-21	2.484E-21	2.716E-21	2.931E-21	3.118E-21	3.267E-21	3.37E-21	3.427E-21	3.44E-21	3.414E-21	3.355E-21	3.27E-21	3.165E-21	3.042E-21	2.906E-21	2.759E-21	2.603E-21	2.44E-21	2.272E-21	2.101E-21	1.928E-21	1.754E-21	1.582E-21	1.412E-21	1.245E-21	1.084E-21	9.276E-22	7.775E-22	6.337E-22	4.963E-22	3.65E-22	2.392E-22	1.179E-22	0
9110	2.314E-22	2.712E-22	3.176E-22	3.715E-22	4.341E-22	5.066E-22	5.902E-22	6.859E-22	7.96E-22	9.214E-22	1.063E-21	1.223E-21	1.4E-21	1.596E-21	1.809E-21	2.036E-21	2.274E-21	2.514E-21	2.748E-21	2.966E-21	3.154E-21	3.303E-21	3.408E-21	3.465E-21	3.477E-21	3.451E-21	3.391E-21	3.305E-21	3.198E-21	3.074E-21	2.936E-21	2.787E-21	2.629E-21	2.465E-21	2.295E-21	2.122E-21	1.947E-21	1.771E-21	1.597E-21	1.425E-21	1.257E-21	1.094E-21	9.365E-22	7.85E-22	6.398E-22	5.011E-22	3.685E-22	2.415E-22	1.19E-22	0
9557	2.363E-22	2.768E-22	3.241E-22	3.79E-22	4.426E-22	5.162E-22	6.007E-22	6.982E-22	8.097E-22	9.365E-22	1.08E-21	1.241E-21	1.42E-21	1.618E-21	1.833E-21	2.062E-21	2.301E-21	2.544E-21	2.78E-21	2.999E-21	3.189E-21	3.34E-21	3.445E-21	3.502E-21	3.514E-21	3.487E-21	3.426E-21	3.339E-21	3.231E-21	3.105E-21	2.966E-21	2.815E-21	2.656E-21	2.489E-21	2.318E-21	2.143E-21	1.966E-21	1.789E-21	1.613E-21	1.439E-21	1.27E-21	1.105E-21	9.455E-22	7.925E-22	6.46E-22	5.059E-22	3.721E-22	2.438E-22	1.202E-22	0
10030	2.412E-22	2.825E-22	3.305E-22	3.864E-22	4.51E-22	5.254E-22	6.115E-22	7.102E-22	8.229E-22	9.511E-22	1.096E-21	1.258E-21	1.44E-21	1.639E-21	1.856E-21	2.087E-21	2.328E-21	2.573E-21	2.812E-21	3.032E-21	3.224E-21	3.376E-21	3.482E-21	3.539E-21	3.551E-21	3.524E-21	3.462E-21	3.374E-21	3.264E-21	3.137E-21	2.996E-21	2.844E-21	2.683E-21	2.515E-21	2.341E-21	2.164E-21	1.985E-21	1.806E-21	1.629E-21	1.454E-21	1.282E-21	1.116E-21	9.551E-22	8.005E-22	6.525E-22	5.111E-22	3.759E-22	2.464E-22	1.215E-22	0
10520	2.461E-22	2.881E-22	3.37E-22	3.938E-22	4.591E-22	5.349E-22	6.221E-22	7.22E-22	8.36E-22	9.655E-22	1.112E-21	1.276E-21	1.459E-21	1.661E-21	1.88E-21	2.114E-21	2.359E-21	2.607E-21	2.849E-21	3.073E-21	3.268E-21	3.423E-21	3.531E-21	3.591E-21	3.604E-21	3.576E-21	3.515E-21	3.426E-21	3.315E-21	3.186E-21	3.043E-21	2.889E-21	2.725E-21	2.555E-21	2.379E-21	2.199E-21	2.018E-21	1.836E-21	1.656E-21	1.479E-21	1.305E-21	1.136E-21	9.726E-22	8.157E-22	6.655E-22	5.219E-22	3.846E-22	2.532E-22	1.264E-22	0
11040	2.511E-22	2.939E-22	3.436E-22	4.01E-22	4.676E-22	5.445E-22	6.328E-22	7.339E-22	8.493E-22	9.804E-22	1.129E-21	1.295E-21	1.481E-21	1.685E-21	1.908E-21	2.146E-21	2.396E-21	2.65E-21	2.898E-21	3.129E-21	3.331E-21	3.492E-21	3.606E-21	3.669E-21	3.685E-21	3.659E-21	3.598E-21	3.508E-21	3.395E-21	3.264E-21	3.119E-21	2.962E-21	2.795E-21	2.621E-21	2.441E-21	2.258E-21	2.073E-21	1.888E-21	1.703E-21	1.522E-21	1.344E-21	1.171E-21	1.004E-21	8.431E-22	6.892E-22	5.421E-22	4.016E-22	2.669E-22	1.345E-22	0
11580	2.562E-22	2.997E-22	3.5E-22	4.085E-22	4.762E-22	5.541E-22	6.436E-22	7.461E-22	8.63E-22	9.96E-22	1.146E-21	1.316E-21	1.504E-21	1.713E-21	1.941E-21	2.185E-21	2.442E-21	2.704E-21	2.962E-21	3.203E-21	3.414E-21	3.585E-21	3.706E-21	3.775E-21	3.794E-21	3.77E-21	3.709E-21	3.618E-21	3.504E-21	3.371E-21	3.222E-21	3.061E-21	2.89E-21	2.711E-21	2.527E-21	2.339E-21	2.149E-21	1.958E-21	1.768E-21	1.581E-21	1.397E-21	1.219E-21	1.047E-21	8.807E-22	7.219E-22	5.702E-22	4.251E-22	2.84E-22	1.431E-22	0
12150	2.613E-22	3.054E-22	3.567E-22	4.162E-22	4.848E-22	5.638E-22	6.546E-22	7.586E-22	8.775E-22	1.013E-21	1.166E-21	1.339E-21	1.532E-21	1.746E-21	1.98E-21	2.232E-21	2.499E-21	2.772E-21	3.042E-21	3.296E-21	3.52E-21	3.701E-21	3.831E-21	3.907E-21	3.931E-21	3.909E-21	3.848E-21	3.756E-21	3.64E-21	3.503E-21	3.35E-21	3.184E-21	3.008E-21	2.824E-21	2.634E-21	2.439E-21	2.242E-21	2.045E-21	1.848E-21	1.654E-21	1.464E-21	1.278E-21	1.099E-21	9.273E-22	7.625E-22	6.049E-22	4.525E-22	3.023E-22	1.523E-22	0
12740	2.663E-22	3.114E-22	3.635E-22	4.239E-22	4.935E-22	5.738E-22	6.66E-22	7.718E-22	8.929E-22	1.031E-21	1.187E-21	1.364E-21	1.563E-21	1.784E-21	2.026E-21	2.289E-21	2.568E-21	2.855E-21	3.14E-21	3.409E-21	3.647E-21	3.841E-21	3.982E-21	4.065E-21	4.094E-21	4.074E-21	4.014E-21	3.92E-21	3.8E-21	3.66E-21	3.502E-21	3.331E-21	3.148E-21	2.957E-21	2.76E-21	2.558E-21	2.353E-21	2.147E-21	1.942E-21	1.74E-21	1.541E-21	1.348E-21	1.162E-21	9.819E-22	8.098E-22	6.438E-22	4.816E-22	3.217E-22	1.621E-22	0
13370	2.716E-22	3.174E-22	3.704E-22	4.317E-22	5.025E-22	5.841E-22	6.781E-22	7.859E-22	9.095E-22	1.051E-21	1.212E-21	1.394E-21	1.599E-21	1.828E-21	2.081E-21	2.357E-21	2.65E-21	2.953E-21	3.256E-21	3.542E-21	3.797E-21	4.005E-21	4.157E-21	4.249E-21	4.283E-21	4.265E-21	4.205E-21	4.109E-21	3.986E-21	3.84E-21	3.676E-21	3.498E-21	3.309E-21	3.11E-21	2.904E-21	2.693E-21	2.479E-21	2.264E-21	2.049E-21	1.837E-21	1.63E-21	1.427E-21	1.232E-21	1.044E-21	8.619E-22	6.852E-22	5.126E-22	3.424E-22	1.726E-22	0
14030	2.77E-22	3.235E-22	3.774E-22	4.398E-22	5.118E-22	5.95E-22	6.909E-22	8.012E-22	9.279E-22	1.073E-21	1.239E-21	1.428E-21	1.641E-21	1.881E-21	2.146E-21	2.437E-21	2.747E-21	3.069E-21	3.391E-21	3.697E-21	3.969E-21	4.193E-21	4.357E-21	4.458E-21	4.497E-21	4.481E-21	4.42E-21	4.322E-21	4.194E-21	4.043E-21	3.873E-21	3.687E-21	3.489E-21	3.281E-21	3.065E-21	2.844E-21	2.62E-21	2.394E-21	2.169E-21	1.946E-21	1.728E-21	1.515E-21	1.31E-21	1.111E-21	9.174E-22	7.293E-22	5.455E-22	3.644E-22	1.837E-22	0
14710	2.824E-22	3.298E-22	3.846E-22	4.481E-22	5.217E-22	6.066E-22	7.048E-22	8.18E-22	9.484E-22	1.098E-21	1.27E-21	1.467E-21	1.69E-21	1.942E-21	2.222E-21	2.53E-21	2.859E-21	3.202E-21	3.545E-21	3.872E-21	4.164E-21	4.404E-21	4.582E-21	4.691E-21	4.735E-21	4.722E-21	4.66E-21	4.559E-21	4.426E-21	4.268E-21	4.09E-21	3.896E-21	3.688E-21	3.47E-21	3.243E-21	3.011E-21	2.775E-21	2.537E-21	2.3E-21	2.066E-21	1.836E-21	1.612E-21	1.394E-21	1.182E-21	9.764E-22	7.762E-22	5.806E-22	3.879E-22	1.955E-22	0
15440	2.88E-22	3.362E-22	3.921E-22	4.57E-22	5.321E-22	6.192E-22	7.2E-22	8.367E-22	9.716E-22	1.127E-21	1.307E-21	1.512E-21	1.747E-21	2.013E-21	2.31E-21	2.637E-21	2.987E-21	3.353E-21	3.72E-21	4.069E-21	4.381E-21	4.639E-21	4.83E-21	4.949E-21	4.999E-21	4.987E-21	4.924E-21	4.819E-21	4.681E-21	4.516E-21	4.329E-21	4.125E-21	3.907E-21	3.677E-21	3.438E-21	3.193E-21	2.944E-21	2.693E-21	2.443E-21	2.196E-21	1.953E-21	1.716E-21	1.484E-21	1.258E-21	1.039E-21	8.261E-22	6.179E-22	4.128E-22	2.08E-22	0
16200	2.937E-22	3.429E-22	4E-22	4.663E-22	5.434E-22	6.33E-22	7.37E-22	8.577E-22	9.979E-22	1.16E-21	1.348E-21	1.565E-21	1.813E-21	2.095E-21	2.41E-21	2.758E-21	3.132E-21	3.522E-21	3.913E-21	4.287E-21	4.621E-21	4.898E-21	5.103E-21	5.232E-21	5.287E-21	5.277E-21	5.212E-21	5.103E-21	4.958E-21	4.785E-21	4.589E-21	4.374E-21	4.144E-21	3.901E-21	3.649E-21	3.391E-21	3.127E-21	2.862E-21	2.598E-21	2.336E-21	2.079E-21	1.826E-21	1.579E-21	1.339E-21	1.106E-21	8.792E-22	6.577E-22	4.394E-22	2.214E-22	0
16990	2.997E-22	3.499E-22	4.084E-22	4.765E-22	5.558E-22	6.482E-22	7.56E-22	8.815E-22	1.028E-21	1.198E-21	1.396E-21	1.625E-21	1.888E-21	2.188E-21	2.524E-21	2.894E-21	3.293E-21	3.709E-21	4.127E-21	4.526E-21	4.884E-21	5.18E-21	5.4E-21	5.539E-21	5.6E-21	5.591E-21	5.525E-21	5.41E-21	5.259E-21	5.076E-21	4.87E-21	4.643E-21	4.4E-21	4.144E-21	3.877E-21	3.603E-21	3.325E-21	3.044E-21	2.764E-21	2.487E-21	2.212E-21	1.943E-21	1.681E-21	1.425E-21	1.177E-21	9.358E-22	7E-22	4.676E-22	2.357E-22	0
17820	3.059E-22	3.574E-22	4.175E-22	4.876E-22	5.695E-22	6.653E-22	7.774E-22	9.087E-22	1.062E-21	1.242E-21	1.451E-21	1.694E-21	1.974E-21	2.292E-21	2.65E-21	3.045E-21	3.471E-21	3.915E-21	4.361E-21	4.787E-21	5.169E-21	5.486E-21	5.722E-21	5.872E-21	5.939E-21	5.932E-21	5.862E-21	5.743E-21	5.583E-21	5.39E-21	5.172E-21	4.932E-21	4.675E-21	4.404E-21	4.122E-21	3.832E-21	3.537E-21	3.24E-21	2.942E-21	2.646E-21	2.355E-21	2.068E-21	1.789E-21	1.517E-21	1.253E-21	9.96E-22	7.45E-22	4.977E-22	2.508E-22	0
18700	3.126E-22	3.655E-22	4.274E-22	4.999E-22	5.849E-22	6.846E-22	8.018E-22	9.396E-22	1.102E-21	1.291E-21	1.513E-21	1.772E-21	2.069E-21	2.409E-21	2.79E-21	3.212E-21	3.666E-21	4.14E-21	4.616E-21	5.071E-21	5.479E-21	5.817E-21	6.07E-21	6.231E-21	6.304E-21	6.298E-21	6.225E-21	6.1E-21	5.931E-21	5.728E-21	5.497E-21	5.243E-21	4.971E-21	4.683E-21	4.384E-21	4.077E-21	3.764E-21	3.448E-21	3.131E-21	2.817E-21	2.506E-21	2.201E-21	1.904E-21	1.614E-21	1.333E-21	1.06E-21	7.929E-22	5.297E-22	2.67E-22	0
19620	3.198E-22	3.744E-22	4.384E-22	5.136E-22	6.021E-22	7.065E-22	8.296E-22	9.749E-22	1.146E-21	1.348E-21	1.584E-21	1.858E-21	2.175E-21	2.537E-21	2.944E-21	3.394E-21	3.878E-21	4.383E-21	4.891E-21	5.377E-21	5.812E-21	6.174E-21	6.445E-21	6.618E-21	6.696E-21	6.691E-21	6.615E-21	6.483E-21	6.305E-21	6.09E-21	5.845E-21	5.576E-21	5.287E-21	4.982E-21	4.665E-21	4.339E-21	4.006E-21	3.67E-21	3.333E-21	2.998E-21	2.667E-21	2.343E-21	2.026E-21	1.718E-21	1.419E-21	1.128E-21	8.439E-22	5.638E-22	2.841E-22	0
20580	3.277E-22	3.841E-22	4.506E-22	5.29E-22	6.216E-22	7.313E-22	8.612E-22	1.015E-21	1.197E-21	1.411E-21	1.662E-21	1.955E-21	2.293E-21	2.678E-21	3.112E-21	3.591E-21	4.108E-21	4.647E-21	5.188E-21	5.706E-21	6.171E-21	6.557E-21	6.847E-21	7.032E-21	7.116E-21	7.112E-21	7.033E-21	6.893E-21	6.704E-21	6.476E-21	6.217E-21	5.932E-21	5.625E-21	5.302E-21	4.965E-21	4.618E-21	4.264E-21	3.906E-21	3.547E-21	3.191E-21	2.839E-21	2.494E-21	2.157E-21	1.829E-21	1.51E-21	1.201E-21	8.982E-22	6E-22	3.024E-22	0
21590	3.364E-22	3.95E-22	4.643E-22	5.464E-22	6.438E-22	7.594E-22	8.969E-22	1.06E-21	1.253E-21	1.481E-21	1.749E-21	2.061E-21	2.421E-21	2.832E-21	3.295E-21	3.806E-21	4.356E-21	4.931E-21	5.508E-21	6.06E-21	6.556E-21	6.968E-21	7.277E-21	7.475E-21	7.566E-21	7.562E-21	7.479E-21	7.331E-21	7.131E-21	6.89E-21	6.614E-21	6.311E-21	5.986E-21	5.642E-21	5.284E-21	4.915E-21	4.538E-21	4.157E-21	3.775E-21	3.396E-21	3.021E-21	2.654E-21	2.295E-21	1.946E-21	1.608E-21	1.278E-21	9.56E-22	6.386E-22	3.218E-22	0
22650	3.461E-22	4.072E-22	4.798E-22	5.661E-22	6.688E-22	7.913E-22	9.371E-22	1.111E-21	1.316E-21	1.559E-21	1.844E-21	2.177E-21	2.561E-21	2.999E-21	3.492E-21	4.036E-21	4.623E-21	5.236E-21	5.851E-21	6.439E-21	6.968E-21	7.408E-21	7.737E-21	7.949E-21	8.047E-21	8.044E-21	7.956E-21	7.799E-21	7.587E-21	7.33E-21	7.038E-21	6.716E-21	6.37E-21	6.005E-21	5.624E-21	5.231E-21	4.83E-21	4.424E-21	4.018E-21	3.614E-21	3.216E-21	2.825E-21	2.443E-21	2.072E-21	1.711E-21	1.36E-21	1.017E-21	6.797E-22	3.425E-22	0
23770	3.569E-22	4.209E-22	4.972E-22	5.883E-22	6.971E-22	8.271E-22	9.821E-22	1.167E-21	1.386E-21	1.645E-21	1.949E-21	2.303E-21	2.712E-21	3.179E-21	3.705E-21	4.285E-21	4.91E-21	5.563E-21	6.218E-21	6.845E-21	7.409E-21	7.877E-21	8.229E-21	8.455E-21	8.56E-21	8.557E-21	8.464E-21	8.298E-21	8.073E-21	7.801E-21	7.49E-21	7.148E-21	6.78E-21	6.391E-21	5.985E-21	5.567E-21	5.14E-21	4.709E-21	4.277E-21	3.847E-21	3.422E-21	3.006E-21	2.6E-21	2.205E-21	1.821E-21	1.448E-21	1.083E-21	7.234E-22	3.646E-22	0
24930	3.69E-22	4.364E-22	5.169E-22	6.134E-22	7.289E-22	8.67E-22	1.032E-21	1.229E-21	1.462E-21	1.738E-21	2.062E-21	2.439E-21	2.876E-21	3.373E-21	3.933E-21	4.551E-21	5.217E-21	5.912E-21	6.611E-21	7.279E-21	7.88E-21	8.379E-21	8.754E-21	8.995E-21	9.107E-21	9.105E-21	9.006E-21	8.83E-21	8.591E-21	8.302E-21	7.971E-21	7.608E-21	7.216E-21	6.802E-21	6.37E-21	5.925E-21	5.471E-21	5.012E-21	4.552E-21	4.094E-21	3.643E-21	3.2E-21	2.767E-21	2.347E-21	1.938E-21	1.541E-21	1.153E-21	7.699E-22	3.88E-22	0
26160	3.827E-22	4.538E-22	5.391E-22	6.415E-22	7.643E-22	9.113E-22	1.087E-21	1.297E-21	1.545E-21	1.839E-21	2.184E-21	2.587E-21	3.052E-21	3.582E-21	4.178E-21	4.837E-21	5.546E-21	6.287E-21	7.031E-21	7.742E-21	8.382E-21	8.914E-21	9.313E-21	9.57E-21	9.69E-21	9.688E-21	9.584E-21	9.397E-21	9.143E-21	8.835E-21	8.484E-21	8.097E-21	7.68E-21	7.24E-21	6.78E-21	6.306E-21	5.823E-21	5.334E-21	4.844E-21	4.357E-21	3.877E-21	3.405E-21	2.945E-21	2.498E-21	2.063E-21	1.64E-21	1.227E-21	8.195E-22	4.13E-22	0
27440	3.981E-22	4.735E-22	5.64E-22	6.728E-22	8.035E-22	9.602E-22	1.147E-21	1.371E-21	1.636E-21	1.949E-21	2.317E-21	2.745E-21	3.24E-21	3.805E-21	4.441E-21	5.142E-21	5.897E-21	6.686E-21	7.478E-21	8.236E-21	8.918E-21	9.484E-21	9.91E-21	1.018E-20	1.031E-20	1.031E-20	1.02E-20	1E-20	9.731E-21	9.404E-21	9.03E-21	8.618E-21	8.174E-21	7.705E-21	7.216E-21	6.712E-21	6.197E-21	5.677E-21	5.156E-21	4.638E-21	4.126E-21	3.624E-21	3.135E-21	2.658E-21	2.195E-21	1.745E-21	1.306E-21	8.722E-22	4.395E-22	0
28790	4.154E-22	4.954E-22	5.917E-22	7.075E-22	8.467E-22	1.014E-21	1.213E-21	1.451E-21	1.734E-21	2.067E-21	2.459E-21	2.916E-21	3.443E-21	4.045E-21	4.721E-21	5.468E-21	6.272E-21	7.112E-21	7.956E-21	8.763E-21	9.489E-21	1.009E-20	1.055E-20	1.084E-20	1.097E-20	1.097E-20	1.086E-20	1.064E-20	1.036E-20	1.001E-20	9.61E-21	9.172E-21	8.7E-21	8.201E-21	7.68E-21	7.144E-21	6.596E-21	6.042E-21	5.487E-21	4.936E-21	4.392E-21	3.857E-21	3.336E-21	2.829E-21	2.337E-21	1.858E-21	1.39E-21	9.283E-22	4.678E-22	0
30210	4.348E-22	5.198E-22	6.223E-22	7.457E-22	8.94E-22	1.072E-21	1.284E-21	1.538E-21	1.839E-21	2.194E-21	2.612E-21	3.098E-21	3.66E-21	4.3E-21	5.021E-21	5.816E-21	6.672E-21	7.567E-21	8.465E-21	9.324E-21	1.01E-20	1.074E-20	1.122E-20	1.153E-20	1.168E-20	1.168E-20	1.155E-20	1.133E-20	1.102E-20	1.065E-20	1.023E-20	9.762E-21	9.26E-21	8.728E-21	8.174E-21	7.603E-21	7.02E-21	6.431E-21	5.84E-21	5.253E-21	4.674E-21	4.106E-21	3.551E-21	3.011E-21	2.487E-21	1.977E-21	1.479E-21	9.88E-22	4.979E-22	0
31690	4.563E-22	5.468E-22	6.56E-22	7.874E-22	9.454E-22	1.135E-21	1.362E-21	1.632E-21	1.952E-21	2.331E-21	2.775E-21	3.293E-21	3.891E-21	4.573E-21	5.341E-21	6.187E-21	7.099E-21	8.051E-21	9.008E-21	9.923E-21	1.074E-20	1.143E-20	1.194E-20	1.227E-20	1.243E-20	1.243E-20	1.23E-20	1.206E-20	1.173E-20	1.134E-20	1.089E-20	1.039E-20	9.855E-21	9.29E-21	8.7E-21	8.092E-21	7.472E-21	6.844E-21	6.216E-21	5.591E-21	4.975E-21	4.37E-21	3.779E-21	3.205E-21	2.647E-21	2.104E-21	1.574E-21	1.052E-21	5.299E-22	0
33250	4.801E-22	5.765E-22	6.928E-22	8.328E-22	1.001E-21	1.203E-21	1.444E-21	1.732E-21	2.074E-21	2.477E-21	2.95E-21	3.502E-21	4.138E-21	4.865E-21	5.682E-21	6.583E-21	7.554E-21	8.567E-21	9.586E-21	1.056E-20	1.144E-20	1.216E-20	1.271E-20	1.306E-20	1.323E-20	1.323E-20	1.309E-20	1.283E-20	1.249E-20	1.207E-20	1.159E-20	1.106E-20	1.049E-20	9.887E-21	9.259E-21	8.612E-21	7.952E-21	7.285E-21	6.616E-21	5.951E-21	5.295E-21	4.651E-21	4.022E-21	3.411E-21	2.817E-21	2.24E-21	1.675E-21	1.119E-21	5.64E-22	0
34880	5.062E-22	6.089E-22	7.328E-22	8.82E-22	1.061E-21	1.276E-21	1.534E-21	1.84E-21	2.204E-21	2.633E-21	3.137E-21	3.724E-21	4.402E-21	5.176E-21	6.045E-21	7.005E-21	8.038E-21	9.117E-21	1.02E-20	1.124E-20	1.217E-20	1.295E-20	1.353E-20	1.39E-20	1.408E-20	1.408E-20	1.393E-20	1.366E-20	1.329E-20	1.284E-20	1.233E-20	1.177E-20	1.116E-20	1.052E-20	9.855E-21	9.166E-21	8.463E-21	7.753E-21	7.041E-21	6.334E-21	5.635E-21	4.95E-21	4.281E-21	3.63E-21	2.998E-21	2.384E-21	1.783E-21	1.191E-21	6.003E-22	0
36590	5.347E-22	6.441E-22	7.761E-22	9.351E-22	1.126E-21	1.355E-21	1.629E-21	1.955E-21	2.343E-21	2.8E-21	3.336E-21	3.962E-21	4.683E-21	5.507E-21	6.433E-21	7.454E-21	8.554E-21	9.703E-21	1.086E-20	1.196E-20	1.295E-20	1.378E-20	1.44E-20	1.48E-20	1.499E-20	1.498E-20	1.482E-20	1.454E-20	1.414E-20	1.367E-20	1.312E-20	1.253E-20	1.188E-20	1.12E-20	1.049E-20	9.756E-21	9.008E-21	8.252E-21	7.494E-21	6.741E-21	5.997E-21	5.268E-21	4.556E-21	3.864E-21	3.191E-21	2.537E-21	1.898E-21	1.268E-21	6.389E-22	0
38390	5.657E-22	6.823E-22	8.229E-22	9.922E-22	1.196E-21	1.44E-21	1.731E-21	2.079E-21	2.491E-21	2.978E-21	3.549E-21	4.215E-21	4.983E-21	5.86E-21	6.845E-21	7.932E-21	9.103E-21	1.033E-20	1.155E-20	1.273E-20	1.379E-20	1.466E-20	1.532E-20	1.575E-20	1.595E-20	1.595E-20	1.578E-20	1.547E-20	1.505E-20	1.455E-20	1.397E-20	1.333E-20	1.265E-20	1.192E-20	1.116E-20	1.038E-20	9.587E-21	8.782E-21	7.976E-21	7.174E-21	6.383E-21	5.607E-21	4.849E-21	4.112E-21	3.396E-21	2.7E-21	2.02E-21	1.349E-21	6.8E-22	0
