# This is the data used to generate the table HM05 continuum
# This file was obtained from Francesco Haardt on Aug 6 2005.  It is a revised version of the
#>>refer	background	continuum	Haardt, F. & Madau, P. 1996, ApJ, 461, 20
# continuum.  This version includes a galaxy contribution in addition to the quasar continuum
# the CMB is not included.  
# the first line that is not a comment is a magic number to identify the version
# all remaining data are from the original file, with the exctption that the redshifts must not use exponential format
# the units of the continuum are erg cm-2 s-1 Hz-1 sr-1
# several changes were made to their original file for it to be used.  There were several wavelengths were had identical
# values.  Cloudy requries that the wavelengths be in increasing order.  The redshift were given in a variety of foramts.
# Cloudy requies that they all be floating format, not exponential
# the highest redshift had only zeros - I deleted that column
# any line starting with a # is a comment
 50808    
wavelength(A)	z=0	z=0.04912	z=.1006	z=.1547	z=.2114	z=.2709	z=.3333	z=.3988	z=.4675	z=.5396	z=.6152	z=.6945	z=.7778	z=.8651	z=.9567	z=1.053	z=1.154	z=1.259	z=1.370	z=1.4870	z=1.609	z=1.737	z=1.871	z=2.013	z=2.160	z=2.316	z=2.479	z=2.649	z=2.829	z=3.0170	z=3.214	z=3.421	z=3.638	z=3.866	z=4.105	z=4.356	z=4.619	z=4.895	z=5.184	z=5.4880	z=5.807	z=6.141	z=6.492	z=6.859	z=7.246	z=7.650	z=8.075	z=8.521	z=8.989	z=9.479
51.57	2.29E-25	2.776E-25	3.359E-25	4.053E-25	4.872E-25	5.832E-25	6.946E-25	8.229E-25	9.699E-25	1.137E-24	1.327E-24	1.542E-24	1.783E-24	2.052E-24	2.349E-24	2.671E-24	3.011E-24	3.357E-24	3.692E-24	3.99E-24	4.229E-24	4.388E-24	4.452E-24	4.421E-24	4.306E-24	4.124E-24	3.893E-24	3.629E-24	3.347E-24	3.06E-24	2.777E-24	2.504E-24	2.247E-24	2.007E-24	1.786E-24	1.582E-24	1.389E-24	1.191E-24	1.022E-24	9.015E-25	7.965E-25	7.047E-25	6.244E-25	5.541E-25	4.917E-25	4.35E-25	3.798E-25	3.164E-25	2.154E-25	0
54.11	2.446E-25	2.961E-25	3.576E-25	4.303E-25	5.156E-25	6.148E-25	7.294E-25	8.611E-25	1.012E-24	1.183E-24	1.379E-24	1.6E-24	1.85E-24	2.129E-24	2.439E-24	2.776E-24	3.133E-24	3.496E-24	3.847E-24	4.159E-24	4.407E-24	4.57E-24	4.632E-24	4.592E-24	4.463E-24	4.263E-24	4.01E-24	3.723E-24	3.419E-24	3.11E-24	2.808E-24	2.518E-24	2.247E-24	1.997E-24	1.769E-24	1.56E-24	1.366E-24	1.172E-24	1.004E-24	8.838E-25	7.791E-25	6.882E-25	6.092E-25	5.404E-25	4.799E-25	4.255E-25	3.735E-25	3.148E-25	2.192E-25	0
56.76	2.607E-25	3.15E-25	3.793E-25	4.549E-25	5.43E-25	6.449E-25	7.623E-25	8.971E-25	1.051E-24	1.227E-24	1.428E-24	1.657E-24	1.916E-24	2.207E-24	2.53E-24	2.883E-24	3.257E-24	3.639E-24	4.006E-24	4.331E-24	4.589E-24	4.755E-24	4.815E-24	4.766E-24	4.622E-24	4.402E-24	4.127E-24	3.817E-24	3.49E-24	3.16E-24	2.838E-24	2.532E-24	2.247E-24	1.986E-24	1.75E-24	1.537E-24	1.342E-24	1.151E-24	9.854E-25	8.648E-25	7.605E-25	6.706E-25	5.93E-25	5.257E-25	4.67E-25	4.147E-25	3.656E-25	3.115E-25	2.218E-25	0
59.55	2.771E-25	3.339E-25	4.007E-25	4.786E-25	5.69E-25	6.733E-25	7.933E-25	9.31E-25	1.089E-24	1.27E-24	1.477E-24	1.714E-24	1.983E-24	2.286E-24	2.624E-24	2.993E-24	3.385E-24	3.785E-24	4.17E-24	4.509E-24	4.776E-24	4.947E-24	5.004E-24	4.946E-24	4.787E-24	4.548E-24	4.25E-24	3.916E-24	3.565E-24	3.213E-24	2.871E-24	2.547E-24	2.248E-24	1.976E-24	1.732E-24	1.515E-24	1.318E-24	1.13E-24	9.657E-25	8.448E-25	7.411E-25	6.523E-25	5.76E-25	5.103E-25	4.533E-25	4.03E-25	3.566E-25	3.067E-25	2.231E-25	0
62.48	2.936E-25	3.525E-25	4.213E-25	5.012E-25	5.936E-25	7E-25	8.225E-25	9.634E-25	1.125E-24	1.312E-24	1.525E-24	1.771E-24	2.05E-24	2.367E-24	2.72E-24	3.106E-24	3.518E-24	3.937E-24	4.34E-24	4.695E-24	4.972E-24	5.147E-24	5.202E-24	5.136E-24	4.962E-24	4.702E-24	4.381E-24	4.023E-24	3.648E-24	3.272E-24	2.909E-24	2.567E-24	2.252E-24	1.969E-24	1.716E-24	1.493E-24	1.294E-24	1.107E-24	9.453E-25	8.243E-25	7.213E-25	6.335E-25	5.586E-25	4.945E-25	4.391E-25	3.907E-25	3.466E-25	3.005E-25	2.231E-25	0
65.54	3.098E-25	3.704E-25	4.409E-25	5.225E-25	6.167E-25	7.252E-25	8.503E-25	9.945E-25	1.161E-24	1.353E-24	1.574E-24	1.828E-24	2.119E-24	2.45E-24	2.819E-24	3.224E-24	3.656E-24	4.096E-24	4.519E-24	4.89E-24	5.179E-24	5.36E-24	5.413E-24	5.338E-24	5.148E-24	4.868E-24	4.524E-24	4.14E-24	3.739E-24	3.339E-24	2.953E-24	2.591E-24	2.261E-24	1.964E-24	1.702E-24	1.473E-24	1.271E-24	1.085E-24	9.248E-25	8.036E-25	7.012E-25	6.145E-25	5.41E-25	4.784E-25	4.247E-25	3.78E-25	3.36E-25	2.933E-25	2.218E-25	0
68.76	3.253E-25	3.874E-25	4.593E-25	5.424E-25	6.384E-25	7.491E-25	8.769E-25	1.025E-24	1.196E-24	1.394E-24	1.623E-24	1.887E-24	2.191E-24	2.535E-24	2.922E-24	3.347E-24	3.8E-24	4.263E-24	4.707E-24	5.097E-24	5.399E-24	5.586E-24	5.638E-24	5.554E-24	5.349E-24	5.048E-24	4.678E-24	4.268E-24	3.84E-24	3.414E-24	3.004E-24	2.622E-24	2.273E-24	1.963E-24	1.691E-24	1.454E-24	1.249E-24	1.064E-24	9.044E-25	7.83E-25	6.812E-25	5.956E-25	5.235E-25	4.624E-25	4.102E-25	3.652E-25	3.25E-25	2.851E-25	2.192E-25	0
72.14	3.401E-25	4.034E-25	4.766E-25	5.612E-25	6.589E-25	7.719E-25	9.028E-25	1.055E-24	1.231E-24	1.436E-24	1.673E-24	1.948E-24	2.264E-24	2.625E-24	3.03E-24	3.476E-24	3.953E-24	4.44E-24	4.908E-24	5.317E-24	5.633E-24	5.827E-24	5.878E-24	5.785E-24	5.564E-24	5.24E-24	4.845E-24	4.407E-24	3.951E-24	3.497E-24	3.063E-24	2.658E-24	2.291E-24	1.965E-24	1.682E-24	1.438E-24	1.229E-24	1.043E-24	8.845E-25	7.627E-25	6.614E-25	5.769E-25	5.06E-25	4.464E-25	3.958E-25	3.523E-25	3.138E-25	2.764E-25	2.154E-25	0
75.68	3.54E-25	4.184E-25	4.928E-25	5.789E-25	6.785E-25	7.94E-25	9.282E-25	1.084E-24	1.266E-24	1.478E-24	1.724E-24	2.01E-24	2.341E-24	2.718E-24	3.144E-24	3.613E-24	4.115E-24	4.628E-24	5.121E-24	5.551E-24	5.882E-24	6.084E-24	6.135E-24	6.032E-24	5.793E-24	5.446E-24	5.024E-24	4.556E-24	4.071E-24	3.589E-24	3.128E-24	2.699E-24	2.313E-24	1.972E-24	1.676E-24	1.424E-24	1.21E-24	1.023E-24	8.651E-25	7.429E-25	6.421E-25	5.585E-25	4.889E-25	4.307E-25	3.815E-25	3.395E-25	3.026E-25	2.672E-25	2.106E-25	0
79.4	3.67E-25	4.324E-25	5.081E-25	5.957E-25	6.974E-25	8.156E-25	9.533E-25	1.114E-24	1.302E-24	1.521E-24	1.777E-24	2.075E-24	2.421E-24	2.816E-24	3.263E-24	3.757E-24	4.286E-24	4.827E-24	5.347E-24	5.8E-24	6.147E-24	6.357E-24	6.406E-24	6.293E-24	6.036E-24	5.665E-24	5.214E-24	4.715E-24	4.199E-24	3.687E-24	3.199E-24	2.746E-24	2.339E-24	1.981E-24	1.674E-24	1.413E-24	1.193E-24	1.004E-24	8.464E-25	7.238E-25	6.233E-25	5.406E-25	4.722E-25	4.153E-25	3.675E-25	3.269E-25	2.914E-25	2.578E-25	2.049E-25	0
83.3	3.792E-25	4.456E-25	5.225E-25	6.119E-25	7.157E-25	8.369E-25	9.783E-25	1.144E-24	1.338E-24	1.565E-24	1.832E-24	2.143E-24	2.504E-24	2.92E-24	3.39E-24	3.91E-24	4.467E-24	5.038E-24	5.587E-24	6.064E-24	6.427E-24	6.645E-24	6.693E-24	6.569E-24	6.292E-24	5.895E-24	5.413E-24	4.883E-24	4.334E-24	3.792E-24	3.275E-24	2.798E-24	2.369E-24	1.994E-24	1.674E-24	1.403E-24	1.178E-24	9.868E-25	8.286E-25	7.054E-25	6.051E-25	5.232E-25	4.56E-25	4.004E-25	3.539E-25	3.146E-25	2.804E-25	2.484E-25	1.985E-25	0
87.39	3.906E-25	4.581E-25	5.364E-25	6.275E-25	7.338E-25	8.579E-25	1.003E-24	1.174E-24	1.375E-24	1.611E-24	1.889E-24	2.214E-24	2.593E-24	3.029E-24	3.523E-24	4.071E-24	4.659E-24	5.261E-24	5.84E-24	6.342E-24	6.722E-24	6.948E-24	6.994E-24	6.857E-24	6.559E-24	6.134E-24	5.62E-24	5.057E-24	4.475E-24	3.901E-24	3.355E-24	2.853E-24	2.402E-24	2.01E-24	1.676E-24	1.396E-24	1.164E-24	9.706E-25	8.118E-25	6.878E-25	5.877E-25	5.066E-25	4.403E-25	3.859E-25	3.406E-25	3.026E-25	2.697E-25	2.391E-25	1.917E-25	0
91.68	4.014E-25	4.7E-25	5.498E-25	6.428E-25	7.515E-25	8.79E-25	1.029E-24	1.205E-24	1.413E-24	1.659E-24	1.948E-24	2.288E-24	2.685E-24	3.143E-24	3.663E-24	4.24E-24	4.86E-24	5.496E-24	6.106E-24	6.634E-24	7.031E-24	7.265E-24	7.308E-24	7.158E-24	6.836E-24	6.381E-24	5.834E-24	5.235E-24	4.619E-24	4.013E-24	3.438E-24	2.91E-24	2.438E-24	2.028E-24	1.68E-24	1.391E-24	1.152E-24	9.557E-25	7.959E-25	6.712E-25	5.711E-25	4.906E-25	4.253E-25	3.719E-25	3.278E-25	2.909E-25	2.592E-25	2.298E-25	1.847E-25	0
96.19	4.116E-25	4.814E-25	5.627E-25	6.577E-25	7.691E-25	9E-25	1.054E-24	1.237E-24	1.452E-24	1.708E-24	2.01E-24	2.366E-24	2.782E-24	3.263E-24	3.809E-24	4.417E-24	5.071E-24	5.741E-24	6.384E-24	6.939E-24	7.354E-24	7.595E-24	7.634E-24	7.468E-24	7.122E-24	6.635E-24	6.052E-24	5.417E-24	4.766E-24	4.127E-24	3.522E-24	2.968E-24	2.474E-24	2.047E-24	1.686E-24	1.387E-24	1.142E-24	9.42E-25	7.81E-25	6.554E-25	5.554E-25	4.753E-25	4.108E-25	3.584E-25	3.154E-25	2.796E-25	2.49E-25	2.208E-25	1.776E-25	0
100.9	4.214E-25	4.924E-25	5.753E-25	6.724E-25	7.866E-25	9.211E-25	1.08E-24	1.269E-24	1.493E-24	1.759E-24	2.074E-24	2.447E-24	2.882E-24	3.387E-24	3.961E-24	4.601E-24	5.29E-24	5.997E-24	6.675E-24	7.257E-24	7.689E-24	7.937E-24	7.971E-24	7.788E-24	7.415E-24	6.893E-24	6.274E-24	5.6E-24	4.912E-24	4.24E-24	3.606E-24	3.026E-24	2.511E-24	2.067E-24	1.693E-24	1.384E-24	1.133E-24	9.295E-25	7.671E-25	6.405E-25	5.404E-25	4.608E-25	3.971E-25	3.456E-25	3.036E-25	2.688E-25	2.392E-25	2.12E-25	1.705E-25	0
105.9	4.308E-25	5.031E-25	5.876E-25	6.869E-25	8.039E-25	9.423E-25	1.106E-24	1.302E-24	1.534E-24	1.812E-24	2.141E-24	2.53E-24	2.986E-24	3.515E-24	4.118E-24	4.791E-24	5.517E-24	6.262E-24	6.976E-24	7.587E-24	8.036E-24	8.29E-24	8.317E-24	8.115E-24	7.712E-24	7.155E-24	6.496E-24	5.783E-24	5.058E-24	4.351E-24	3.687E-24	3.082E-24	2.547E-24	2.086E-24	1.7E-24	1.382E-24	1.125E-24	9.18E-25	7.54E-25	6.266E-25	5.264E-25	4.471E-25	3.84E-25	3.334E-25	2.922E-25	2.584E-25	2.297E-25	2.035E-25	1.636E-25	0
111.1	4.398E-25	5.134E-25	5.996E-25	7.012E-25	8.212E-25	9.636E-25	1.133E-24	1.335E-24	1.577E-24	1.865E-24	2.208E-24	2.615E-24	3.092E-24	3.646E-24	4.28E-24	4.987E-24	5.751E-24	6.537E-24	7.288E-24	7.928E-24	8.394E-24	8.653E-24	8.671E-24	8.448E-24	8.014E-24	7.418E-24	6.717E-24	5.964E-24	5.2E-24	4.459E-24	3.765E-24	3.136E-24	2.581E-24	2.105E-24	1.707E-24	1.381E-24	1.118E-24	9.073E-25	7.417E-25	6.135E-25	5.131E-25	4.342E-25	3.717E-25	3.218E-25	2.814E-25	2.484E-25	2.206E-25	1.953E-25	1.569E-25	0
116.5	4.484E-25	5.233E-25	6.114E-25	7.153E-25	8.385E-25	9.851E-25	1.16E-24	1.37E-24	1.62E-24	1.92E-24	2.277E-24	2.701E-24	3.199E-24	3.779E-24	4.444E-24	5.187E-24	5.991E-24	6.818E-24	7.609E-24	8.278E-24	8.76E-24	9.023E-24	9.031E-24	8.785E-24	8.317E-24	7.681E-24	6.937E-24	6.141E-24	5.337E-24	4.562E-24	3.839E-24	3.185E-24	2.611E-24	2.121E-24	1.712E-24	1.379E-24	1.111E-24	8.972E-25	7.302E-25	6.012E-25	5.007E-25	4.221E-25	3.601E-25	3.108E-25	2.712E-25	2.39E-25	2.119E-25	1.875E-25	1.504E-25	0
122.2	4.567E-25	5.329E-25	6.228E-25	7.291E-25	8.555E-25	1.006E-24	1.187E-24	1.404E-24	1.663E-24	1.974E-24	2.346E-24	2.787E-24	3.307E-24	3.913E-24	4.61E-24	5.39E-24	6.235E-24	7.106E-24	7.937E-24	8.635E-24	9.134E-24	9.399E-24	9.395E-24	9.123E-24	8.619E-24	7.941E-24	7.152E-24	6.312E-24	5.469E-24	4.659E-24	3.907E-24	3.23E-24	2.638E-24	2.135E-24	1.716E-24	1.376E-24	1.104E-24	8.875E-25	7.193E-25	5.896E-25	4.891E-25	4.107E-25	3.492E-25	3.005E-25	2.615E-25	2.3E-25	2.037E-25	1.8E-25	1.442E-25	0
128.3	4.646E-25	5.422E-25	6.338E-25	7.426E-25	8.723E-25	1.028E-24	1.214E-24	1.437E-24	1.706E-24	2.028E-24	2.413E-24	2.872E-24	3.414E-24	4.048E-24	4.776E-24	5.595E-24	6.483E-24	7.398E-24	8.271E-24	8.999E-24	9.512E-24	9.778E-24	9.76E-24	9.461E-24	8.919E-24	8.197E-24	7.362E-24	6.478E-24	5.594E-24	4.749E-24	3.969E-24	3.27E-24	2.662E-24	2.146E-24	1.719E-24	1.373E-24	1.097E-24	8.784E-25	7.089E-25	5.788E-25	4.782E-25	4E-25	3.39E-25	2.908E-25	2.525E-25	2.215E-25	1.959E-25	1.728E-25	1.383E-25	0
134.5	4.721E-25	5.51E-25	6.445E-25	7.557E-25	8.886E-25	1.048E-24	1.24E-24	1.47E-24	1.747E-24	2.08E-24	2.479E-24	2.956E-24	3.52E-24	4.18E-24	4.943E-24	5.8E-24	6.733E-24	7.694E-24	8.609E-24	9.367E-24	9.893E-24	1.016E-23	1.013E-23	9.797E-24	9.216E-24	8.448E-24	7.566E-24	6.637E-24	5.713E-24	4.834E-24	4.026E-24	3.305E-24	2.681E-24	2.154E-24	1.72E-24	1.369E-24	1.09E-24	8.694E-25	6.991E-25	5.686E-25	4.68E-25	3.901E-25	3.294E-25	2.818E-25	2.439E-25	2.136E-25	1.885E-25	1.661E-25	1.327E-25	0
141.2	4.792E-25	5.594E-25	6.546E-25	7.682E-25	9.042E-25	1.067E-24	1.264E-24	1.501E-24	1.786E-24	2.13E-24	2.543E-24	3.036E-24	3.622E-24	4.311E-24	5.107E-24	6.005E-24	6.983E-24	7.991E-24	8.95E-24	9.738E-24	1.028E-23	1.054E-23	1.049E-23	1.013E-23	9.507E-24	8.692E-24	7.762E-24	6.788E-24	5.824E-24	4.911E-24	4.076E-24	3.335E-24	2.696E-24	2.159E-24	1.719E-24	1.364E-24	1.082E-24	8.605E-25	6.896E-25	5.589E-25	4.585E-25	3.809E-25	3.206E-25	2.733E-25	2.36E-25	2.061E-25	1.815E-25	1.597E-25	1.274E-25	0
148.1	4.857E-25	5.672E-25	6.641E-25	7.798E-25	9.186E-25	1.085E-24	1.287E-24	1.53E-24	1.823E-24	2.177E-24	2.603E-24	3.113E-24	3.722E-24	4.438E-24	5.269E-24	6.207E-24	7.231E-24	8.288E-24	9.291E-24	1.011E-23	1.066E-23	1.092E-23	1.085E-23	1.045E-23	9.79E-24	8.927E-24	7.949E-24	6.93E-24	5.927E-24	4.981E-24	4.12E-24	3.36E-24	2.708E-24	2.162E-24	1.716E-24	1.358E-24	1.074E-24	8.518E-25	6.806E-25	5.499E-25	4.496E-25	3.723E-25	3.124E-25	2.655E-25	2.286E-25	1.991E-25	1.75E-25	1.537E-25	1.224E-25	0
155.4	4.917E-25	5.743E-25	6.726E-25	7.902E-25	9.315E-25	1.102E-24	1.307E-24	1.555E-24	1.856E-24	2.22E-24	2.658E-24	3.186E-24	3.816E-24	4.561E-24	5.426E-24	6.406E-24	7.476E-24	8.582E-24	9.63E-24	1.048E-23	1.103E-23	1.129E-23	1.12E-23	1.077E-23	1.006E-23	9.154E-24	8.128E-24	7.064E-24	6.022E-24	5.044E-24	4.159E-24	3.381E-24	2.716E-24	2.163E-24	1.712E-24	1.351E-24	1.066E-24	8.432E-25	6.72E-25	5.414E-25	4.414E-25	3.644E-25	3.048E-25	2.583E-25	2.218E-25	1.927E-25	1.69E-25	1.481E-25	1.178E-25	0
163	4.97E-25	5.804E-25	6.8E-25	7.992E-25	9.425E-25	1.115E-24	1.325E-24	1.578E-24	1.885E-24	2.258E-24	2.71E-24	3.254E-24	3.906E-24	4.678E-24	5.577E-24	6.599E-24	7.717E-24	8.873E-24	9.966E-24	1.084E-23	1.141E-23	1.166E-23	1.154E-23	1.108E-23	1.033E-23	9.371E-24	8.298E-24	7.19E-24	6.11E-24	5.103E-24	4.194E-24	3.399E-24	2.723E-24	2.162E-24	1.707E-24	1.344E-24	1.058E-24	8.351E-25	6.639E-25	5.336E-25	4.338E-25	3.572E-25	2.979E-25	2.518E-25	2.155E-25	1.868E-25	1.634E-25	1.429E-25	1.135E-25	0
171	5.014E-25	5.855E-25	6.86E-25	8.065E-25	9.515E-25	1.127E-24	1.339E-24	1.597E-24	1.911E-24	2.293E-24	2.756E-24	3.316E-24	3.989E-24	4.789E-24	5.723E-24	6.787E-24	7.953E-24	9.16E-24	1.03E-23	1.12E-23	1.178E-23	1.202E-23	1.188E-23	1.139E-23	1.059E-23	9.585E-24	8.464E-24	7.313E-24	6.197E-24	5.159E-24	4.228E-24	3.417E-24	2.729E-24	2.162E-24	1.703E-24	1.338E-24	1.052E-24	8.283E-25	6.572E-25	5.27E-25	4.275E-25	3.511E-25	2.92E-25	2.461E-25	2.102E-25	1.816E-25	1.585E-25	1.383E-25	1.096E-25	0
179.4	5.049E-25	5.895E-25	6.906E-25	8.12E-25	9.585E-25	1.136E-24	1.351E-24	1.613E-24	1.933E-24	2.323E-24	2.798E-24	3.375E-24	4.069E-24	4.897E-24	5.866E-24	6.973E-24	8.189E-24	9.451E-24	1.064E-23	1.158E-23	1.216E-23	1.239E-23	1.224E-23	1.171E-23	1.087E-23	9.812E-24	8.644E-24	7.451E-24	6.297E-24	5.23E-24	4.275E-24	3.446E-24	2.747E-24	2.171E-24	1.707E-24	1.34E-24	1.051E-24	8.263E-25	6.545E-25	5.239E-25	4.241E-25	3.475E-25	2.885E-25	2.426E-25	2.066E-25	1.781E-25	1.551E-25	1.35E-25	1.066E-25	0
188.2	5.076E-25	5.926E-25	6.943E-25	8.166E-25	9.644E-25	1.144E-24	1.362E-24	1.629E-24	1.955E-24	2.354E-24	2.842E-24	3.436E-24	4.154E-24	5.013E-24	6.022E-24	7.178E-24	8.451E-24	9.775E-24	1.102E-23	1.2E-23	1.26E-23	1.283E-23	1.267E-23	1.211E-23	1.123E-23	1.013E-23	8.909E-24	7.67E-24	6.474E-24	5.37E-24	4.384E-24	3.53E-24	2.811E-24	2.22E-24	1.744E-24	1.367E-24	1.071E-24	8.412E-25	6.656E-25	5.322E-25	4.304E-25	3.522E-25	2.92E-25	2.452E-25	2.085E-25	1.795E-25	1.561E-25	1.355E-25	1.064E-25	0
197.5	5.11E-25	5.966E-25	6.993E-25	8.232E-25	9.733E-25	1.156E-24	1.379E-24	1.653E-24	1.989E-24	2.402E-24	2.909E-24	3.529E-24	4.281E-24	5.185E-24	6.251E-24	7.477E-24	8.834E-24	1.025E-23	1.159E-23	1.264E-23	1.329E-23	1.356E-23	1.341E-23	1.284E-23	1.193E-23	1.078E-23	9.509E-24	8.206E-24	6.944E-24	5.774E-24	4.725E-24	3.813E-24	3.042E-24	2.406E-24	1.892E-24	1.484E-24	1.163E-24	9.14E-25	7.235E-25	5.789E-25	4.686E-25	3.84E-25	3.187E-25	2.681E-25	2.284E-25	1.969E-25	1.713E-25	1.486E-25	1.148E-25	0
207.2	5.194E-25	6.076E-25	7.139E-25	8.427E-25	9.997E-25	1.192E-24	1.428E-24	1.719E-24	2.079E-24	2.524E-24	3.073E-24	3.749E-24	4.574E-24	5.573E-24	6.759E-24	8.132E-24	9.664E-24	1.128E-23	1.282E-23	1.406E-23	1.489E-23	1.531E-23	1.526E-23	1.475E-23	1.383E-23	1.263E-23	1.126E-23	9.823E-24	8.405E-24	7.063E-24	5.837E-24	4.753E-24	3.821E-24	3.041E-24	2.404E-24	1.893E-24	1.488E-24	1.172E-24	9.303E-25	7.476E-25	6.081E-25	5.012E-25	4.188E-25	3.547E-25	3.044E-25	2.644E-25	2.313E-25	2.008E-25	1.501E-25	0
217.3	5.48E-25	6.457E-25	7.648E-25	9.106E-25	1.09E-24	1.312E-24	1.588E-24	1.932E-24	2.362E-24	2.898E-24	3.568E-24	4.4E-24	5.429E-24	6.686E-24	8.196E-24	9.966E-24	1.197E-23	1.411E-23	1.621E-23	1.8E-23	1.942E-23	2.034E-23	2.067E-23	2.038E-23	1.953E-23	1.823E-23	1.661E-23	1.48E-23	1.292E-23	1.107E-23	9.301E-24	7.684E-24	6.254E-24	5.029E-24	4.007E-24	3.175E-24	2.508E-24	1.982E-24	1.581E-24	1.279E-24	1.049E-24	8.723E-25	7.365E-25	6.309E-25	5.476E-25	4.805E-25	4.242E-25	3.69E-25	2.645E-25	0
228	6.433E-25	7.727E-25	9.334E-25	1.134E-24	1.386E-24	1.702E-24	2.102E-24	2.609E-24	3.251E-24	4.066E-24	5.096E-24	6.397E-24	8.025E-24	1.004E-23	1.25E-23	1.542E-23	1.877E-23	2.243E-23	2.616E-23	2.961E-23	3.277E-23	3.522E-23	3.671E-23	3.712E-23	3.646E-23	3.485E-23	3.248E-23	2.956E-23	2.63E-23	2.289E-23	1.951E-23	1.63E-23	1.339E-23	1.084E-23	8.688E-24	6.912E-24	5.476E-24	4.337E-24	3.471E-24	2.823E-24	2.329E-24	1.952E-24	1.661E-24	1.436E-24	1.257E-24	1.112E-24	9.881E-25	8.612E-25	5.962E-25	0
229	6.433E-25	7.727E-25	9.334E-25	1.134E-24	1.386E-24	1.702E-24	2.102E-24	2.609E-24	3.251E-24	4.066E-24	5.096E-24	6.397E-24	8.025E-24	1.004E-23	1.25E-23	1.542E-23	1.877E-23	2.243E-23	2.616E-23	2.961E-23	3.277E-23	3.522E-23	3.671E-23	3.712E-23	3.646E-23	3.485E-23	3.248E-23	2.956E-23	2.63E-23	2.289E-23	1.951E-23	1.63E-23	1.339E-23	1.084E-23	8.688E-24	6.912E-24	5.476E-24	4.337E-24	3.471E-24	2.823E-24	2.329E-24	1.952E-24	1.661E-24	1.436E-24	1.257E-24	1.112E-24	9.877E-25	8.605E-25	5.957E-25	0
239.2	7.123E-25	8.636E-25	1.053E-24	1.292E-24	1.593E-24	1.976E-24	2.462E-24	3.082E-24	3.872E-24	4.878E-24	6.158E-24	7.776E-24	9.804E-24	1.231E-23	1.535E-23	1.894E-23	2.3E-23	2.737E-23	3.176E-23	3.611E-23	3.997E-23	4.299E-23	4.491E-23	4.563E-23	4.518E-23	4.374E-23	4.153E-23	3.878E-23	3.572E-23	3.255E-23	2.942E-23	2.645E-23	2.371E-23	2.123E-23	1.899E-23	1.699E-23	1.518E-23	1.355E-23	1.207E-23	1.07E-23	9.419E-24	8.227E-24	7.124E-24	6.109E-24	5.176E-24	4.328E-24	3.56E-24	2.844E-24	2.164E-24	0
250.9	7.941E-25	9.712E-25	1.195E-24	1.478E-24	1.838E-24	2.297E-24	2.884E-24	3.635E-24	4.596E-24	5.823E-24	7.385E-24	9.358E-24	1.182E-23	1.485E-23	1.849E-23	2.273E-23	2.745E-23	3.246E-23	3.769E-23	4.273E-23	4.717E-23	5.065E-23	5.29E-23	5.384E-23	5.355E-23	5.221E-23	5.007E-23	4.74E-23	4.441E-23	4.128E-23	3.816E-23	3.511E-23	3.219E-23	2.939E-23	2.672E-23	2.417E-23	2.173E-23	1.939E-23	1.715E-23	1.502E-23	1.3E-23	1.112E-23	9.405E-24	7.856E-24	6.471E-24	5.252E-24	4.189E-24	3.273E-24	2.244E-24	0
263.3	8.905E-25	1.098E-24	1.361E-24	1.696E-24	2.124E-24	2.672E-24	3.376E-24	4.278E-24	5.434E-24	6.912E-24	8.788E-24	1.115E-23	1.408E-23	1.765E-23	2.187E-23	2.671E-23	3.204E-23	3.783E-23	4.374E-23	4.938E-23	5.431E-23	5.816E-23	6.068E-23	6.179E-23	6.159E-23	6.029E-23	5.815E-23	5.544E-23	5.236E-23	4.909E-23	4.573E-23	4.236E-23	3.899E-23	3.566E-23	3.237E-23	2.915E-23	2.601E-23	2.297E-23	2.006E-23	1.732E-23	1.476E-23	1.243E-23	1.035E-23	8.512E-24	6.912E-24	5.537E-24	4.373E-24	3.352E-24	2.322E-24	0
276.2	1.003E-24	1.246E-24	1.555E-24	1.95E-24	2.457E-24	3.108E-24	3.945E-24	5.02E-24	6.396E-24	8.151E-24	1.037E-23	1.314E-23	1.655E-23	2.064E-23	2.542E-23	3.082E-23	3.687E-23	4.332E-23	4.983E-23	5.598E-23	6.134E-23	6.552E-23	6.827E-23	6.951E-23	6.936E-23	6.803E-23	6.579E-23	6.291E-23	5.959E-23	5.599E-23	5.222E-23	4.833E-23	4.438E-23	4.042E-23	3.647E-23	3.26E-23	2.882E-23	2.52E-23	2.178E-23	1.861E-23	1.57E-23	1.31E-23	1.081E-23	8.833E-24	7.129E-24	5.684E-24	4.465E-24	3.425E-24	2.396E-24	0
289.8	1.135E-24	1.418E-24	1.781E-24	2.245E-24	2.843E-24	3.612E-24	4.6E-24	5.868E-24	7.489E-24	9.545E-24	1.213E-23	1.532E-23	1.92E-23	2.378E-23	2.907E-23	3.514E-23	4.181E-23	4.884E-23	5.589E-23	6.252E-23	6.828E-23	7.276E-23	7.571E-23	7.704E-23	7.687E-23	7.544E-23	7.3E-23	6.983E-23	6.613E-23	6.207E-23	5.775E-23	5.326E-23	4.868E-23	4.408E-23	3.952E-23	3.507E-23	3.078E-23	2.672E-23	2.293E-23	1.946E-23	1.633E-23	1.355E-23	1.114E-23	9.066E-24	7.296E-24	5.801E-24	4.55E-24	3.492E-24	2.466E-24	0
