30915   magic number for this file 
#
# file read in by HeCreate, in helike.c
#
# this file contains atomic data from
# >>refer He 1	cs	Bray, I., Burgess, A., Fursa, D.V., & Tully, J.A.,
# >>refercon 2000, A&AS, 146, 481-498
# for transitions from ground and n=2 levels, except that, since they include no data from 2 1P, we use the work of
# >>refer He 1	cs	Sawey, P.M.J., & Berrington, K.A. 1993, ADNDT 55, 81
#
# format is upper and lower index, for atom stacked in increasing energy level,
# spectroscopic designation of lower and upper levels,
# cs at following temperatures
3.75	4.00	4.25	4.50	4.75	5.0	5.25	5.5	5.75
# values of -1 are sentinels for "no value"...code will default to other method for these
# point for logT = 5.00 changed from 5.320e-2 to 5.392e-2 as per John Tully email, Feb 23, 01
0	1	1 1S	2 3S	6.198E-02	6.458E-02	6.387E-02	6.157E-02	5.832E-02	5.392E-02	4.787E-02	4.018E-02	3.167E-02
0	2	1 1S	2 1S	3.075E-02	3.492E-02	3.840E-02	4.183E-02	4.573E-02	5.048E-02	5.649E-02	6.436E-02	7.481E-02
0	3	1 1S	2 3P	1.716E-02	2.233E-02	2.826E-02	3.477E-02	4.128E-02	4.635E-02	4.800E-02	4.503E-02	3.808E-02
0	4	1 1S	2 3P	1.716E-02	2.233E-02	2.826E-02	3.477E-02	4.128E-02	4.635E-02	4.800E-02	4.503E-02	3.808E-02
0	5	1 1S	2 3P	1.716E-02	2.233E-02	2.826E-02	3.477E-02	4.128E-02	4.635E-02	4.800E-02	4.503E-02	3.808E-02
0	6	1 1S	2 1P	8.886E-03	1.299E-02	1.910E-02	3.006E-02	5.178E-02	9.534E-02	1.778E-01	3.167E-01	5.217E-01
0	7	1 1S	3 3S	1.642E-02	1.584E-02	1.530E-02	1.486E-02	1.434E-02	1.346E-02	1.198E-02	9.968E-03	7.741E-03
0	8	1 1S	3 1S	8.431E-03	8.308E-03	8.364E-03	8.696E-03	9.313E-03	1.022E-02	1.147E-02	1.318E-02	1.553E-02
0	9	1 1S	3 3P	6.041E-03	6.906E-03	7.931E-03	9.178E-03	1.059E-02	1.185E-02	1.240E-02	1.184E-02	1.020E-02
0	10	1 1S	3 3D	1.863E-03	2.060E-03	2.202E-03	2.322E-03	2.396E-03	2.372E-03	2.195E-03	1.860E-03	1.434E-03
0	11	1 1S	3 1D	3.884E-03	3.809E-03	3.783E-03	3.942E-03	4.390E-03	5.266E-03	6.598E-03	8.159E-03	9.556E-03
0	12	1 1S	3 1P	2.783E-03	3.678E-03	5.128E-03	7.760E-03	1.295E-02	2.343E-02	4.340E-02	7.716E-02	1.274E-01
