1.000100 0.500000 3.780445e+00 0.000000e+00 1.966496e+01 1.438942e+03 2.300000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 1.989978e+11 5.085717e+11 7.076046e+15 0.000000e+00 2.010000e+19 
1.000300 0.500000 3.647792e+00 0.000000e+00 1.897493e+01 1.438942e+03 2.300000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 1.989978e+11 5.085717e+11 7.076046e+15 0.000000e+00 3.010000e+19 
1.000500 0.500000 3.519844e+00 0.000000e+00 1.830938e+01 1.438942e+03 2.300000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 1.989978e+11 5.085717e+11 7.076046e+15 0.000000e+00 4.010000e+19 
1.000700 0.500000 3.396432e+00 0.000000e+00 1.766742e+01 1.438942e+03 2.300000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 1.989978e+11 5.085717e+11 7.076046e+15 0.000000e+00 5.010000e+19 
1.000900 0.500000 3.277395e+00 0.000000e+00 1.704821e+01 1.438942e+03 2.300000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 1.989978e+11 5.085717e+11 7.076046e+15 0.000000e+00 6.010000e+19 
1.001100 0.500000 3.162574e+00 0.000000e+00 1.645094e+01 1.438942e+03 2.300000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 1.989978e+11 5.085717e+11 7.076046e+15 0.000000e+00 7.010000e+19 
1.001300 0.500000 3.051819e+00 0.000000e+00 1.587482e+01 1.438942e+03 2.300000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 1.989978e+11 5.085717e+11 7.076046e+15 0.000000e+00 8.010000e+19 
1.001500 0.500000 2.944985e+00 0.000000e+00 1.531910e+01 1.438942e+03 2.300000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 1.989978e+11 5.085717e+11 7.076046e+15 0.000000e+00 9.010000e+19 
1.001700 0.500000 2.841932e+00 0.000000e+00 1.478304e+01 1.438942e+03 2.300000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 1.989978e+11 5.085717e+11 7.076046e+15 0.000000e+00 1.001000e+20 
1.001900 0.500000 2.742523e+00 0.000000e+00 1.426594e+01 1.438942e+03 2.300000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 1.989978e+11 5.085717e+11 7.076046e+15 0.000000e+00 1.101000e+20 
1.002101 0.500000 2.645947e+00 0.000000e+00 1.376357e+01 1.438942e+03 2.300000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 2.018829e+11 5.085717e+11 7.076046e+15 0.000000e+00 1.201000e+20 
1.002306 0.500000 2.551483e+00 0.000000e+00 1.327219e+01 1.438942e+03 2.300000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 2.048097e+11 5.085717e+11 7.076046e+15 0.000000e+00 1.301000e+20 
1.002513 0.500000 2.459132e+00 0.000000e+00 1.279181e+01 1.438942e+03 2.300000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 2.077790e+11 5.085717e+11 7.076046e+15 0.000000e+00 1.401000e+20 
1.002723 0.500000 2.368894e+00 0.000000e+00 1.232241e+01 1.438942e+03 2.300000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 2.107913e+11 5.085717e+11 7.076046e+15 0.000000e+00 1.501000e+20 
1.002937 0.500000 2.280767e+00 0.000000e+00 1.186400e+01 1.438942e+03 2.300000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 2.138473e+11 5.085717e+11 7.076046e+15 0.000000e+00 1.601000e+20 
1.003153 0.500000 2.194749e+00 0.000000e+00 1.141655e+01 1.438942e+03 2.300000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 2.169476e+11 5.085717e+11 7.076046e+15 0.000000e+00 1.701000e+20 
1.003373 0.500000 2.110834e+00 0.000000e+00 1.098004e+01 1.438942e+03 2.300000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 2.200929e+11 5.085717e+11 7.076046e+15 0.000000e+00 1.801000e+20 
1.003596 0.500000 2.029015e+00 0.000000e+00 1.055444e+01 1.438942e+03 2.300000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 2.232837e+11 5.085717e+11 7.076046e+15 0.000000e+00 1.901000e+20 
1.003822 0.500000 1.949285e+00 0.000000e+00 1.013971e+01 1.438942e+03 2.300000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 2.265208e+11 5.085717e+11 7.076046e+15 0.000000e+00 2.001000e+20 
1.004051 0.500000 1.871635e+00 0.000000e+00 9.735792e+00 1.438942e+03 2.300000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 2.298048e+11 5.085717e+11 7.076046e+15 0.000000e+00 2.101000e+20 
1.004284 0.500000 1.796053e+00 0.000000e+00 9.342634e+00 1.438942e+03 2.300000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 2.331365e+11 5.085717e+11 7.076046e+15 0.000000e+00 2.201000e+20 
1.004520 0.500000 1.722528e+00 0.000000e+00 8.960172e+00 1.438942e+03 2.300000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 2.365164e+11 5.085717e+11 7.076046e+15 0.000000e+00 2.301000e+20 
1.004759 0.500000 1.651044e+00 0.000000e+00 8.588333e+00 1.438942e+03 2.300000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 2.399454e+11 5.085717e+11 7.076046e+15 0.000000e+00 2.401000e+20 
1.005002 0.500000 1.581588e+00 0.000000e+00 8.227037e+00 1.438942e+03 2.300000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 2.434241e+11 5.085717e+11 7.076046e+15 0.000000e+00 2.501000e+20 
1.005249 0.500000 1.514142e+00 0.000000e+00 7.876199e+00 1.438942e+03 2.300000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 2.469532e+11 5.085717e+11 7.076046e+15 0.000000e+00 2.601000e+20 
1.005499 0.500000 1.448688e+00 0.000000e+00 7.535724e+00 1.438942e+03 2.300000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 2.505334e+11 5.085717e+11 7.076046e+15 0.000000e+00 2.701000e+20 
