#depth	Te	Htot	hden	eden	2H_2/H	HI	HII	HeI	HeII	HeIII	CO/C	C1	C2	C3	C4	O1	O2	O3	O4	O5	O6	H2O/O	AV(point)	AV(extend)
1.93439e+08	3.1580	-15.293	3.6609	3.7290	-35.9298	-4.6619	-0.0000	-6.5714	-2.3331	-0.0020	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	0.00e+00	0.00e+00
2.12783e+08	3.1580	-15.293	3.6609	3.7290	-35.9298	-4.6619	-0.0000	-6.5713	-2.3331	-0.0020	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	0.00e+00	0.00e+00
2.34061e+08	3.1580	-15.293	3.6609	3.7290	-35.9298	-4.6619	-0.0000	-6.5713	-2.3330	-0.0020	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	0.00e+00	0.00e+00
2.57467e+08	3.1580	-15.293	3.6609	3.7290	-35.9298	-4.6618	-0.0000	-6.5712	-2.3330	-0.0020	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	0.00e+00	0.00e+00
2.83214e+08	3.1580	-15.293	3.6609	3.7290	-35.9298	-4.6618	-0.0000	-6.5712	-2.3330	-0.0020	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	0.00e+00	0.00e+00
3.11536e+08	3.1580	-15.293	3.6609	3.7290	-35.9298	-4.6618	-0.0000	-6.5711	-2.3329	-0.0020	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	0.00e+00	0.00e+00
3.42689e+08	3.1580	-15.293	3.6609	3.7290	-35.9298	-4.6617	-0.0000	-6.5710	-2.3329	-0.0020	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	0.00e+00	0.00e+00
3.76958e+08	3.1580	-15.293	3.6609	3.7290	-35.9298	-4.6617	-0.0000	-6.5709	-2.3328	-0.0020	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	0.00e+00	0.00e+00
4.14654e+08	3.1580	-15.293	3.6609	3.7290	-35.9298	-4.6616	-0.0000	-6.5708	-2.3328	-0.0020	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	0.00e+00	0.00e+00
4.56119e+08	3.1580	-15.293	3.6609	3.7290	-35.9298	-4.6616	-0.0000	-6.5707	-2.3327	-0.0020	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	0.00e+00	0.00e+00
5.01731e+08	3.1580	-15.293	3.6609	3.7290	-35.9298	-4.6615	-0.0000	-6.5706	-2.3327	-0.0020	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	0.00e+00	0.00e+00
5.51904e+08	3.1580	-15.293	3.6609	3.7290	-35.9298	-4.6615	-0.0000	-6.5705	-2.3326	-0.0020	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	0.00e+00	0.00e+00
6.07095e+08	3.1580	-15.293	3.6609	3.7290	-35.9298	-4.6614	-0.0000	-6.5704	-2.3326	-0.0020	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	0.00e+00	0.00e+00
6.67804e+08	3.1580	-15.293	3.6609	3.7290	-35.9298	-4.6613	-0.0000	-6.5702	-2.3325	-0.0020	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	0.00e+00	0.00e+00
7.34585e+08	3.1580	-15.293	3.6609	3.7290	-35.9298	-4.6612	-0.0000	-6.5700	-2.3324	-0.0020	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	0.00e+00	0.00e+00
8.08043e+08	3.1580	-15.293	3.6609	3.7290	-35.9298	-4.6611	-0.0000	-6.5698	-2.3323	-0.0020	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	0.00e+00	0.00e+00
8.88847e+08	3.1580	-15.293	3.6609	3.7290	-35.9298	-4.6610	-0.0000	-6.5696	-2.3322	-0.0020	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	0.00e+00	0.00e+00
9.77732e+08	3.1580	-15.293	3.6609	3.7290	-35.9298	-4.6609	-0.0000	-6.5694	-2.3321	-0.0020	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	0.00e+00	0.00e+00
1.07551e+09	3.1580	-15.293	3.6609	3.7290	-35.9298	-4.6608	-0.0000	-6.5692	-2.3320	-0.0020	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	0.00e+00	0.00e+00
1.18306e+09	3.1580	-15.293	3.6609	3.7290	-35.9298	-4.6607	-0.0000	-6.5689	-2.3318	-0.0020	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	0.00e+00	0.00e+00
1.30136e+09	3.1580	-15.293	3.6609	3.7290	-35.9298	-4.6605	-0.0000	-6.5686	-2.3317	-0.0020	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	0.00e+00	0.00e+00
1.43150e+09	3.1580	-15.293	3.6609	3.7290	-35.9298	-4.6604	-0.0000	-6.5683	-2.3315	-0.0020	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	0.00e+00	0.00e+00
1.57465e+09	3.1580	-15.293	3.6609	3.7290	-35.9298	-4.6602	-0.0000	-6.5679	-2.3314	-0.0020	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	0.00e+00	0.00e+00
1.73211e+09	3.1580	-15.293	3.6609	3.7290	-35.9298	-4.6600	-0.0000	-6.5675	-2.3312	-0.0020	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	0.00e+00	0.00e+00
1.90532e+09	3.1580	-15.293	3.6609	3.7290	-35.9298	-4.6598	-0.0000	-6.5671	-2.3309	-0.0020	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	0.00e+00	0.00e+00
2.09586e+09	3.1580	-15.293	3.6609	3.7290	-35.9298	-4.6595	-0.0000	-6.5666	-2.3307	-0.0020	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	0.00e+00	0.00e+00
2.30544e+09	3.1580	-15.293	3.6609	3.7290	-35.9298	-4.6593	-0.0000	-6.5661	-2.3304	-0.0020	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	-35.9298	0.00e+00	0.00e+00
2.53599e+09	3.1580	-15.293	3.6609	3.
