#radius	depth	vel [cm/s]	Tot accel [cm s-2]	Lin accel [cm s-2]	Con accel [cm s-2]	force multiplier	a_gravity
6.93240e+11	5.33057e+04	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93240e+11	5.86362e+04	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93240e+11	6.44998e+04	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93240e+11	7.09498e+04	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93240e+11	7.80448e+04	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93240e+11	8.58493e+04	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93240e+11	9.44342e+04	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93240e+11	1.03878e+05	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93240e+11	1.14265e+05	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93240e+11	1.25692e+05	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93240e+11	1.38261e+05	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93240e+11	1.52087e+05	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93240e+11	1.67296e+05	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93240e+11	1.84026e+05	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93240e+11	2.02428e+05	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93240e+11	2.22671e+05	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93240e+11	2.44938e+05	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93240e+11	2.69432e+05	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93240e+11	2.96375e+05	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93240e+11	3.26013e+05	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93240e+11	3.58614e+05	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93240e+11	3.94475e+05	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93240e+11	4.33923e+05	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93240e+11	4.77315e+05	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93241e+11	5.25046e+05	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93241e+11	5.77551e+05	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93241e+11	6.35306e+05	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93241e+11	6.98837e+05	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93241e+11	7.68721e+05	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93241e+11	8.45593e+05	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93241e+11	9.30152e+05	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93241e+11	1.02317e+06	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93241e+11	1.12548e+06	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93241e+11	1.23803e+06	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93241e+11	1.36184e+06	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93241e+11	1.49802e+06	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93242e+11	1.64782e+06	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93242e+11	1.81260e+06	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93242e+11	1.99386e+06	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93242e+11	2.19325e+06	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93242e+11	2.41257e+06	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93243e+11	2.65383e+06	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93243e+11	2.91921e+06	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93243e+11	3.21114e+06	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93244e+11	3.53225e+06	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93244e+11	3.88548e+06	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93244e+11	4.27402e+06	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93245e+11	4.70142e+06	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93245e+11	5.17157e+06	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93246e+11	5.68872e+06	0.0000e+00	1.9721e-03	6.1920e-04	1.3529e-03	1.4674e+00	0.0000e+00
6.93246e+11	6.25760e+06	0.0000e+00	1.9722e-03	6.1928e-04	1.3529e-03	1.4675e+00	0.0000e+00
6.93247e+11	6.88336e+06	0.0000e+00	1.9722e-03	6.1928e-04	1.3529e-03	1.4675e+00	0.0000e+00
6.93248e+11	7.57169e+06	0.0000e+00	1.9722e-03	6.1928e-04	1.3529e-03	1.4675e+00	0.0000e+00
6.93248e+11	8.32886e+06	0.0000e+00	1.9722e-03	6.1928e-04	1.3529e-03	1.4675e+00	0.0000e+00
6.93249e+11	9.16175e+06	0.0000e+00	1.9722e-03	6.1928e-04	1.3529e-03	1.4675e+00	0.0000e+00
6.93250e+11	1.00779e+07	0.0000e+00	1.9722e-03	6.1928e-04	1.3529e-03	1.4675e+00	0.0000e+00
6.93251e+11	1.10857e+07	0.0000e+00	1.9721e-03	6.1928e-04	1.3529e-03	1.4675e+00	0.0000e+00
6.93252e+11	1.21943e+07	0.0000e+00	1.9721e-03	6.1928e-04	1.3529e-03	1.4675e+00	0.0000e+00
6.93253e+11	1.34137e+07	0.0000e+00	1.9721e-03	6.1928e-04	1.3529e-03	1.4675e+00	0.0000e+00
6.93255e+11	1.47551e+07	0.0000e+00	1.9721e-03	6.1928e-04	1.3529e-03	1.4675e+00	0.0000e+00
6.93256e+11	1.62306e+07	0.0000e+00	1.9721e-03	6.1928e-04	1.3528e-03	1.4675e+00	0.0000e+00
6.93258e+11	1.78537e+07	0.0000e+00	1.9721e-03	6.1928e-04	1.3528e-03	1.4675e+00	0.0000e+00
6.93260e+11	1.96390e+07	0.0000e+00	1.9721e-03	6.1928e-04	1.3528e-03	1.4675e+00	0.0000e+00
6.93262e+11	2.16029e+07	0.0000e+00	1.9721e-03	6.1928e-04	1.3528e-03	1.4675e+00	0.0000e+00
6.93264e+11	2.37632e+07	0.0000e+00	1.9721e-03	6.1928e-04	1.3528e-03	1.4675e+00	0.0000e+00
6.93266e+11	2.61395e+07	0.0000e+00	1.9721e-03	6.1928e-04	1.3528e-03	1.4675e+00	0.0000e+00
6.93269e+11	2.87535e+07	0.0000e+00	1.9721e-03	6.1928e-04	1.3528e-03	1.4675e+00	0.0000e+00
6.93272e+11	3.16288e+07	0.0000e+00	1.9721e-03	6.1928e-04	1.3528e-03	1.4675e+00	0.0000e+00
6.93275e+11	3.47917e+07	0.0000e+00	1.9721e-03	6.1928e-04	1.3528e-03	1.4675e+00	0.0000e+00
6.93278e+11	3.82709e+07	0.0000e+00	1.9720e-03	6.1928e-04	1.3528e-03	1.4675e+00	0.0000e+00
6.93282e+11	4.20980e+07	0.0000e+00	1.9720e-03	6.1928e-04	1.3527e-03	1.4675e+00	0.0000e+00
6.93286e+11	4.63078e+07	0.0000e+00	1.9720e-03	6.1928e-04	1.3527e-03	1.4675e+00	0.0000e+00
6.93291e+11	5.09386e+07	0.0000e+00	1.9725e-03	6.1982e-04	1.3527e-03	1.4679e+00	0.0000e+00
6.93296e+11	5.60324e+07	0.0000e+00	1.9725e-03	6.1982e-04	1.3527e-03	1.4679e+00	0.0000e+00
6.93302e+11	6.16357e+07	0.0000e+00	1.9725e-03	6.1982e-04	1.3527e-03	1.4680e+00	0.0000e+00
6.93308e+11	6.77992e+07	0.0000e+00	1.9725e-03	6.1982e-04	1.3526e-03	1.4680e+00	0.0000e+00
6.93315e+11	7.45791e+07	0.0000e+00	1.9724e-03	6.1982e-04	1.3526e-03	1.4680e+00	0.0000e+00
6.93322e+11	8.20371e+07	0.0000e+00	1.9724e-03	6.1982e-04	1.3526e-03	1.4680e+00	0.0000e+00
6.93330e+11	9.02408e+07	0.0000e+00	1.9724e-03	6.1982e-04	1.3526e-03	1.4680e+00	0.0000e+00
6.93339e+11	9.92648e+07	0.0000e+00	1.9723e-03	6.1982e-04	1.3525e-03	1.4680e+00	0.0000e+00
6.93349e+11	1.09191e+08	0.0000e+00	1.9723e-03	6.1982e-04	1.3525e-03	1.4680e+00	0.0000e+00
6.93360e+11	1.20110e+08	0.0000e+00	1.9723e-03	6.1982e-04	1.3524e-03	1.4680e+00	0.0000e+00
6.93372e+11	1.32121e+08	0.0000e+00	1.9722e-03	6.1982e-04	1.3524e-03	1.4681e+00	0.0000e+00
6.93385e+11	1.45334e+08	0.0000e+00	1.9722e-03	6.1982e-04	1.3523e-03	1.4681e+00	0.0000e+00
6.93400e+11	1.59867e+08	0.0000e+00	1.9721e-03	6.1982e-04	1.3523e-03	1.4681e+00	0.0000e+00
6.93416e+11	1.75854e+08	0.0000e+00	1.9720e-03	6.1982e-04	1.3522e-03	1.4681e+00	0.0000e+00
6.93433e+11	1.93439e+08	0.0000e+00	1.9720e-03	6.1982e-04	1.3522e-03	1.4681e+00	0.0000e+00
6.93453e+11	2.12783e+08	0.0000e+00	1.9719e-03	6.1982e-04	1.3521e-03	1.4682e+00	0.0000e+00
6.93474e+11	2.34061e+08	0.0000e+00	1.9718e-03	6.1982e-04	1.3520e-03	1.4682e+00	0.0000e+00
6.93497e+11	2.57467e+08	0.0000e+00	1.9717e-03	6.1982e-04	1.3519e-03	1.4682e+00	0.0000e+00
6.93523e+11	2.83214e+08	0.0000e+00	1.9716e-03	6.1982e-04	1.3518e-03	1.4683e+00	0.0000e+00
6.93552e+11	3.11536e+08	0.0000e+00	1.9715e-03	6.1982e-04	1.3517e-03	1.4683e+00	0.0000e+00
6.93583e+11	3.42689e+08	0.0000e+00	1.9714e-03	6.1982e-04	1.3516e-03	1.4683e+00	0.0000e+00
6.93617e+11	3.76958e+08	0.0000e+00	1.9713e-03	6.1982e-04	1.3514e-03	1.4684e+00	0.0000e+00
6.93655e+11	4.14654e+08	0.0000e+00	1.9711e-03	6.1983e-04	1.3513e-03	1.4684e+00	0.0000e+00
6.93696e+11	4.56119e+08	0.0000e+00	1.9710e-03	6.1983e-04	1.3511e-03	1.4685e+00	0.0000e+00
6.93742e+11	5.01731e+08	0.0000e+00	1.9708e-03	6.1983e-04	1.3510e-03	1.4686e+00	0.0000e+00
6.93792e+11	5.51904e+08	0.000
